rank,phi_e_region,spin_case,spin_label,best_C13_key,best_C13,kinematic_point,s,sqrt_s,qOut,theta_in,phi_in_electron,phi_in,phiOut,phi_e_region_offset,Q2,xB,t,W2,y,theta_e_gamma_deg,squared_amplitude_M2
1,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,8.1482765902880798e-13,s06_qout01,2.7970597199999997e+01,5.2887235889201083e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,2.3913220525144968e-02,3.0367041681361854e-03,-8.1405871582145423e-06,8.7306591695708864e+00,2.9067956626972008e-01,1.4105850074122504e+01,5.3033353074853055e+07
2,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,7.9263661915336597e-13,s06_qout03,2.7970597199999997e+01,5.2887235889201083e+00,1.2500000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,9.1410559824495446e-02,6.9648386918077631e-03,-4.2981077308269386e-05,1.3913010170432743e+01,4.8446702951977144e-01,1.9399893021340262e+01,7.6416460828008596e+06
3,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,5.3262151211553113e-13,s03_qout04,2.0977947899999997e+01,4.5801689815988222e+00,1.5000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,2.1146808651463089e-01,1.5502701846724384e-02,-2.1463336446683797e-04,1.4309100517842815e+01,6.7870703983958647e-01,3.0964231415353535e+01,1.4000532407882279e+06
4,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,5.1258473437628765e-13,s01_qout00,1.6316181699999998e+01,4.0393293626541515e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,1.0184773977572935e-02,2.5396498371702578e-03,-5.6923499386276533e-06,4.8799656188600586e+00,2.5979649258629739e-01,1.3516352785160803e+01,1.3691849775300896e+08
5,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,5.0502562459504482e-13,s01_qout00,1.6316181699999998e+01,4.0393293626541515e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,1.0184773977573006e-02,2.5396498371702755e-03,-5.6923499386276533e-06,4.8799656188600586e+00,2.5979649258629739e-01,1.3516352785160803e+01,1.3691849775024253e+08
6,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,4.8039921882128193e-13,s03_qout01,2.0977947899999997e+01,4.5801689815988222e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,2.5676009481119141e-02,3.7646631099596079e-03,-1.2520823612061690e-05,7.6744354968442012e+00,3.3934880326324329e-01,1.5144973152573110e+01,4.3106998604212508e+07
7,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,4.3625017410687868e-13,s05_qout03,2.5639714099999999e+01,5.0635673294625008e+00,1.2500000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,9.5695686171830135e-02,7.6153782039001614e-03,-5.1416601421879011e-05,1.3350259097770623e+01,5.0751925325902481e-01,2.0303868204040864e+01,6.6808843520840062e+06
8,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,4.2115671160729225e-13,s04_qout04,2.3308830999999998e+01,4.8279220167687056e+00,1.5000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,1.8918507834432313e-01,1.3157906744239929e-02,-1.5428945536721616e-04,1.5068711754956214e+01,6.4104780270729711e-01,2.7771621976727456e+01,1.9125904115536937e+06
9,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,3.6789793290297151e-13,s02_qout01,1.8647064799999999e+01,4.3182247278250809e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,2.6585471464139900e-02,4.1342960640804189e-03,-1.5105858148097935e-05,7.2837296539880807e+00,3.6192892506025592e-01,1.5680614063536019e+01,3.9058710938669160e+07
10,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,2.6697501300870112e-13,s02_qout02,1.8647064799999999e+01,4.3182247278250809e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,5.8294533042488494e-02,6.7990031843142753e-03,-4.0952685298176384e-05,9.3955317790966824e+00,4.8257307142483252e-01,1.9328998380798836e+01,1.1942610884718742e+07
11,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,2.3760300388034109e-13,s04_qout04,2.3308830999999998e+01,4.8279220167687056e+00,1.5000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,1.8918507834432424e-01,1.3157906744240010e-02,-1.5428945536721616e-04,1.5068711754956210e+01,6.4104780270729700e-01,2.7771621976727509e+01,1.9125904115475276e+06
12,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,2.0732303549940609e-13,s03_qout03,2.0977947899999997e+01,4.5801689815988222e+00,1.2500000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,1.0851539776901489e-01,9.5463842898485998e-03,-8.0940785082344967e-05,1.2138501185510250e+01,5.6558432774741840e-01,2.2999348966919417e+01,4.6434659053420080e+06
13,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,2.0266282285529817e-13,s04_qout03,2.3308830999999998e+01,4.8279220167687056e+00,1.2500000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,1.0118808783782521e-01,8.4452580963796809e-03,-6.3281964658524955e-05,1.2760301314000467e+01,5.3420359117593186e-01,2.1460432346129895e+01,5.6801698335669525e+06
14,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,1.8925173786552752e-13,s06_qout04,2.7970597199999997e+01,5.2887235889201083e+00,1.5000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,1.6213845701857596e-01,1.0294809345405017e-02,-9.4201296237669013e-05,1.6467240243295695e+01,5.8136200880211308e-01,2.3857430193821017e+01,2.9695363862953219e+06
15,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,1.3215022480345625e-13,s06_qout00,2.7970597199999997e+01,5.2887235889201083e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.3633231299858233e+00,0.0000000000000000e+00,3.6084910922166605e-02,7.0281918375000732e-03,-4.3834387392929890e-05,5.9780684187733666e+00,1.8952257590591953e-01,2.4717814806308070e+01,3.2997315115700434e+06
16,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,9.7103662534328757e-14,s04_qout00,2.3308830999999998e+01,4.8279220167687056e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.0614548307835552e+00,0.0000000000000000e+00,3.6974996754508757e-02,7.8873382820312393e-03,-5.5267077013204527e-05,5.5307618553556113e+00,2.0901045830157730e-01,2.5329376382397989e+01,2.9983686074978434e+06
17,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,7.3262190044694289e-14,s00_qout00,1.3985298599999998e+01,3.7396923135466635e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,1.0519371230673947e-02,2.8330585292151243e-03,-7.0860358088099269e-06,4.5824040170685318e+00,2.8332320408780087e-01,1.3960162555912953e+01,1.2597734712058899e+08
18,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,6.2757573457824644e-14,s03_qout00,2.0977947899999997e+01,4.5801689815988222e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.0614548307835552e+00,0.0000000000000000e+00,3.7559909427198855e-02,8.4443839730697409e-03,-6.3393995999822854e-05,5.2901999535868924e+00,2.2131022334968090e-01,2.5730857430719951e+01,2.8328703335050959e+06
19,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,5.2338139239269409e-14,s01_qout00,1.6316181699999998e+01,4.0393293626541515e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.3633231299858233e+00,0.0000000000000000e+00,3.9220712312337848e-02,9.9946116688044949e-03,-8.8977275597701750e-05,4.7648090001505885e+00,2.5421740497831480e-01,2.6868957226011396e+01,2.4561754750429429e+06
20,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,4.8598366598475630e-14,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,1.6199526191526653e-01,1.7450832781205589e-02,-2.7232436582612184e-04,1.0000801818108178e+01,7.0832743795270159e-01,3.4044648529396220e+01,1.5016865098211688e+06
21,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,4.2638575660120149e-14,s05_qout01,2.5639714099999999e+01,5.0635673294625008e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.0614548307835552e+00,0.0000000000000000e+00,9.3727965904456700e-02,1.2710037389597148e-02,-1.4414634172247814e-04,8.1604425629199753e+00,2.9783381330520120e-01,2.8546941124736716e+01,9.7452565792275127e+05
22,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,3.8851894142884085e-14,s05_qout03,2.5639714099999999e+01,5.0635673294625008e+00,1.2500000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.3633231299858233e+00,0.0000000000000000e+00,3.6332721991120087e-01,2.9560196395975707e-02,-7.9230758434300477e-04,1.2807613058483748e+01,4.9641198555379146e-01,3.9718803890110109e+01,1.4669894398945442e+05
23,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,3.2697937098164988e-14,s04_qout03,2.3308830999999998e+01,4.8279220167687056e+00,1.2500000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.0614548307835552e+00,0.0000000000000000e+00,3.8336989535065791e-01,3.2709159525380130e-02,-9.7302579626766734e-04,1.2217041093024218e+01,5.2256336803685655e-01,4.1849982259208069e+01,1.2478378574846726e+05
24,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,2.7084885474835593e-14,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,3.0918911600206550e-01,2.5698307557508151e-02,-5.9512108281031741e-04,1.2602152106535113e+01,7.7942692472562214e-01,4.4511550870678661e+01,5.0102050455923250e+05
25,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,2.7073724682709756e-14,s00_qout00,1.3985298599999998e+01,3.7396923135466635e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.0614548307835552e+00,0.0000000000000000e+00,4.0477105715929169e-02,1.1138040234428954e-02,-1.1065204865788637e-04,4.4734986503186578e+00,2.7729917556881906e-01,2.7727963724627333e+01,2.2333665370714720e+06
26,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,2.2704480068825096e-14,s00_qout00,1.3985298599999998e+01,3.7396923135466635e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.1887902047863905e+00,0.0000000000000000e+00,8.5373156224486824e-02,2.4354207172490570e-02,-5.3812150433433126e-04,4.2999496146435092e+00,2.6748242452177118e-01,4.1131372301362426e+01,2.3672987014881673e+05
27,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,1.6801815590360451e-14,s02_qout02,1.8647064799999999e+01,4.3182247278250809e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.0614548307835552e+00,0.0000000000000000e+00,2.2187540009688103e-01,2.6448534330968370e-02,-6.3244316102276392e-04,9.0469173908041292e+00,4.7215875151959685e-01,3.7919888035525901e+01,2.4017414485071902e+05
28,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,1.6395369671340941e-14,s05_qout01,2.5639714099999999e+01,5.0635673294625008e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.2359877559829888e+00,0.0000000000000000e+00,1.9729311913960412e-01,2.7769308257958990e-02,-7.0004365534143131e-04,7.7872694178465567e+00,2.8694490351894708e-01,4.2282138835633774e+01,1.1528923347632209e+05
29,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,1.5916959252726385e-14,s03_qout03,2.0977947899999997e+01,4.5801689815988222e+00,1.2500000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.3633231299858233e+00,0.0000000000000000e+00,4.1002022412371131e-01,3.6869430071012996e-02,-1.2411418422078660e-03,1.1590696090256651e+01,5.5332942698044096e-01,4.4657357803394106e+01,1.0245839040171113e+05
30,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,1.4673175631813399e-14,s00_qout02,1.3985298599999998e+01,3.7396923135466635e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.0614548307835552e+00,0.0000000000000000e+00,2.6347689107669936e-01,3.6245449415254670e-02,-1.1983540195667883e-03,7.8856076709070493e+00,5.5467290405811254e-01,4.4795572794534330e+01,1.4582951205851248e+05
31,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,1.1841010864765393e-14,s06_qout03,2.7970597199999997e+01,5.2887235889201083e+00,1.2500000000000000e+00,1.5707963267948966e+00,4.8790556470513566e+00,1.7374629934615635e+00,4.8869219055841224e+00,1.6666666666666696e-01,3.6892998725965653e-01,2.7527782439309065e-02,-1.8048528536851205e-01,1.3913010170432752e+01,4.9471109417852616e-01,1.9399893021340223e+01,4.3317441582385197e+09
32,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,1.1801722944365525e-14,s03_qout00,2.0977947899999997e+01,4.5801689815988222e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.2359877559829888e+00,0.0000000000000000e+00,7.9461297902779698e-02,1.8537426248761424e-02,-3.0945924725744449e-04,5.0869161634556388e+00,2.1328049067148164e-01,3.8285846346338253e+01,3.1379922193356918e+05
33,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,1.1608124415178688e-14,s03_qout04,2.0977947899999997e+01,4.5801689815988222e+00,1.5000000000000000e+00,1.5707963267948966e+00,4.8790556470513566e+00,1.7374629934615635e+00,4.8869219055841224e+00,1.6666666666666696e-01,4.4241869476473689e-01,3.1893674555084427e-02,-1.3137191060595291e-01,1.4309100517842818e+01,6.9019820385183484e-01,3.0964231415353485e+01,1.6651732141560824e+09
34,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,8.7066085276955038e-15,s06_qout04,2.7970597199999997e+01,5.2887235889201083e+00,1.5000000000000000e+00,1.5707963267948966e+00,4.5457223137180227e+00,1.4041296601282296e+00,4.5378560551852569e+00,1.6666666666666696e-01,4.5842848887815552e-01,2.8569954896674778e-02,-1.7989168538306671e-01,1.6467240243295695e+01,5.9229895210790418e-01,2.3857430193821017e+01,2.2665459391856232e+09
35,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,8.0687037306132862e-15,s05_qout03,2.5639714099999999e+01,5.0635673294625008e+00,1.2500000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.0614548307835552e+00,0.0000000000000000e+00,3.6332721991119837e-01,2.9560196395975489e-02,-7.9230758434300477e-04,1.2807613058483756e+01,4.9641198555379173e-01,3.9718803890109989e+01,1.4669894398936952e+05
36,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,7.6531998058296370e-15,s00_qout02,1.3985298599999998e+01,3.7396923135466635e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.5457223137180227e+00,1.4041296601282296e+00,4.5378560551852569e+00,1.6666666666666696e-01,2.0695370090404663e-01,2.7362029932303768e-02,-8.4259886219169897e-02,8.2364263896590266e+00,5.7712886133404895e-01,2.3056945513652828e+01,5.6967610169741573e+09
37,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,6.3190737758762735e-15,s05_qout05,2.5639714099999999e+01,5.0635673294625008e+00,1.7500000000000000e+00,1.5707963267948966e+00,4.5457223137180227e+00,1.4041296601282296e+00,4.5378560551852569e+00,1.6666666666666696e-01,6.1170278183601901e-01,3.4202092287214103e-02,-1.6273118281046375e-01,1.8153093305282177e+01,7.2233626488687408e-01,3.4271666368301339e+01,1.0652888064614731e+09
38,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,5.8786332668381517e-15,s05_qout02,2.5639714099999999e+01,5.0635673294625008e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.1887902047863905e+00,0.0000000000000000e+00,4.0532126352209863e-01,4.2783791243342820e-02,-1.6861037691964982e-03,9.9482334980310103e+00,3.8262360518414479e-01,4.8826004878172931e+01,4.5312855702298213e+04
39,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,5.4966357601437952e-15,s06_qout03,2.7970597199999997e+01,5.2887235889201083e+00,1.2500000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.1887902047863905e+00,0.0000000000000000e+00,7.1987489209572608e-01,5.8208657346516389e-02,-3.1686583490815883e-03,1.2527113874881252e+01,4.5650797065978138e-01,5.5345191351255636e+01,2.2324369243754656e+04
40,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,5.4734966986438567e-15,s05_qout00,2.5639714099999999e+01,5.0635673294625008e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.4105206811824216e+00,0.0000000000000000e+00,1.2621691215794612e-01,2.8096350719403307e-02,-7.1996453889931799e-04,5.2459155497304817e+00,1.8143425000797678e-01,4.9183531832815873e+01,8.5841184071304975e+04
41,forward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,5.4427462746067736e-15,s01_qout02,1.6316181699999998e+01,4.0393293626541515e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.8790556470513566e+00,1.7374629934615635e+00,4.8869219055841224e+00,1.6666666666666696e-01,2.2103559089619595e-01,2.7025120841299564e-02,-1.0035321913598202e-01,8.8377021204100323e+00,5.2984677261279622e-01,2.0811832426143255e+01,6.4249064107268105e+09
