Q2,xB,t,phi,theta_e_gamma_rad,theta_e_gamma_deg,aligned,squared_amplitude_M2,unpolarized_trace,unpolarized_h_out_mean,unpolarized_lambda_mean,unpolarized_h_lambda,unpolarized_h_lambda_connected,unpolarized_C13,polarized_trace,polarized_spin_signal_M2,polarized_h_lambda,polarized_delta_C13
5.0000000000000000e-01,1.0000000000000001e-01,-2.1000000000000001e+00,1.0471975511965976e+00,2.4585321960388753e+00,1.4086351863005748e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-2.1000000000000001e+00,1.5707963267948966e+00,2.1949811333849198e+00,1.2576315505379790e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-2.1000000000000001e+00,2.0943951023931953e+00,1.8637296887836809e+00,1.0678384532053532e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-2.1000000000000001e+00,2.6179938779914940e+00,1.5150700725531210e+00,8.6807120823873262e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-2.1000000000000001e+00,3.1415926535897931e+00,1.3395771060779795e+00,7.6752114510616806e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-2.1000000000000001e+00,3.6651914291880918e+00,1.5150700725531208e+00,8.6807120823873248e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-2.1000000000000001e+00,4.1887902047863905e+00,1.8637296887836801e+00,1.0678384532053526e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-2.1000000000000001e+00,4.7123889803846897e+00,2.1949811333849198e+00,1.2576315505379790e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-2.1000000000000001e+00,5.2359877559829879e+00,2.4585321960388753e+00,1.4086351863005748e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-2.1000000000000001e+00,5.7595865315812871e+00,2.6418262987520054e+00,1.5136549712515725e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.8999999999999999e+00,0.0000000000000000e+00,2.6592395828263640e+00,1.5236320481008036e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.8999999999999999e+00,5.2359877559829882e-01,2.5913069681394303e+00,1.4847095269723064e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.8999999999999999e+00,1.0471975511965976e+00,2.4100379815649720e+00,1.3808500480990060e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.8999999999999999e+00,1.5707963267948966e+00,2.1406099043014439e+00,1.2264791310037579e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.8999999999999999e+00,2.0943951023931953e+00,1.7907050729035525e+00,1.0259984303003995e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.8999999999999999e+00,2.6179938779914940e+00,1.4062038189108386e+00,8.0569543958769742e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.8999999999999999e+00,3.1415926535897931e+00,1.2031596215254219e+00,6.8935968393964146e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.8999999999999999e+00,3.6651914291880918e+00,1.4062038189108377e+00,8.0569543958769700e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.8999999999999999e+00,4.1887902047863905e+00,1.7907050729035519e+00,1.0259984303003992e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.8999999999999999e+00,4.7123889803846897e+00,2.1406099043014444e+00,1.2264791310037580e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.8999999999999999e+00,5.2359877559829879e+00,2.4100379815649715e+00,1.3808500480990057e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.8999999999999999e+00,5.7595865315812871e+00,2.5913069681394298e+00,1.4847095269723062e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.7000000000000002e+00,0.0000000000000000e+00,2.6033201750285597e+00,1.4915925875039525e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.7000000000000002e+00,5.2359877559829882e-01,2.5378867831830947e+00,1.4541020155842435e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.7000000000000002e+00,1.0471975511965976e+00,2.3584845887538020e+00,1.3513121298224047e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.7000000000000002e+00,1.5707963267948966e+00,2.0835940646721003e+00,1.1938114612421965e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.7000000000000002e+00,2.0943951023931953e+00,1.7152349339678641e+00,9.8275722589759056e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.7000000000000002e+00,2.6179938779914940e+00,1.2921434884343130e+00,7.4034368412597445e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.7000000000000002e+00,3.1415926535897931e+00,1.0558134694411534e+00,6.0493655752042805e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.7000000000000002e+00,3.6651914291880918e+00,1.2921434884343119e+00,7.4034368412597374e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.7000000000000002e+00,4.1887902047863905e+00,1.7152349339678632e+00,9.8275722589759013e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.7000000000000002e+00,4.7123889803846897e+00,2.0835940646721003e+00,1.1938114612421965e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.7000000000000002e+00,5.2359877559829879e+00,2.3584845887538011e+00,1.3513121298224041e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.7000000000000002e+00,5.7595865315812871e+00,2.5378867831830947e+00,1.4541020155842435e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.5000000000000000e+00,0.0000000000000000e+00,2.5440697058326540e+00,1.4576445693129995e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.5000000000000000e+00,5.2359877559829882e-01,2.4807993613831276e+00,1.4213933322600312e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.5000000000000000e+00,1.0471975511965976e+00,2.3032093474563173e+00,1.3196417494432737e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.5000000000000000e+00,1.5707963267948966e+00,2.0234263153723173e+00,1.1593378802654087e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.5000000000000000e+00,2.0943951023931953e+00,1.6372655197682482e+00,9.3808404225013675e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.5000000000000000e+00,2.6179938779914940e+00,1.1732019960749707e+00,6.7219522891419587e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.5000000000000000e+00,3.1415926535897931e+00,8.9570510072468135e-01,5.1320121959864537e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.5000000000000000e+00,3.6651914291880918e+00,1.1732019960749702e+00,6.7219522891419572e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.5000000000000000e+00,4.1887902047863905e+00,1.6372655197682480e+00,9.3808404225013660e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.5000000000000000e+00,4.7123889803846897e+00,2.0234263153723169e+00,1.1593378802654084e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.5000000000000000e+00,5.2359877559829879e+00,2.3032093474563169e+00,1.3196417494432734e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.5000000000000000e+00,5.7595865315812871e+00,2.4807993613831276e+00,1.4213933322600312e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.3000000000000000e+00,0.0000000000000000e+00,2.4803183994300588e+00,1.4211177613598591e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.3000000000000000e+00,5.2359877559829882e-01,2.4189918038667861e+00,1.3859802103830467e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.3000000000000000e+00,1.0471975511965976e+00,2.2433128930189894e+00,1.2853236089727085e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.3000000000000000e+00,1.5707963267948966e+00,1.9595013378417185e+00,1.1227115660856894e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.3000000000000000e+00,2.0943951023931953e+00,1.5570007593570665e+00,8.9209572209824231e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.3000000000000000e+00,2.6179938779914940e+00,1.0507752815846167e+00,6.0204988851469196e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.3000000000000000e+00,3.1415926535897931e+00,7.2072543265995648e-01,4.1294525479155730e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.3000000000000000e+00,3.6651914291880918e+00,1.0507752815846161e+00,6.0204988851469153e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.3000000000000000e+00,4.1887902047863905e+00,1.5570007593570663e+00,8.9209572209824216e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.3000000000000000e+00,4.7123889803846897e+00,1.9595013378417185e+00,1.1227115660856894e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.3000000000000000e+00,5.2359877559829879e+00,2.2433128930189890e+00,1.2853236089727082e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.3000000000000000e+00,5.7595865315812871e+00,2.4189918038667848e+00,1.3859802103830458e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.1000000000000001e+00,0.0000000000000000e+00,2.4104494970546790e+00,1.3810858291066506e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.1000000000000001e+00,5.2359877559829882e-01,2.3509661123251404e+00,1.3470043601450956e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.1000000000000001e+00,1.0471975511965976e+00,2.1775358647939607e+00,1.2476361479106382e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.1000000000000001e+00,1.5707963267948966e+00,1.8910799275112715e+00,1.0835089856830152e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.1000000000000001e+00,2.0943951023931953e+00,1.4751089217556386e+00,8.4517515538691669e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.1000000000000001e+00,2.6179938779914940e+00,9.2851584473264837e-01,5.3200039114205204e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.1000000000000001e+00,3.1415926535897931e+00,5.2837404734875182e-01,3.0273602917329004e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.1000000000000001e+00,3.6651914291880918e+00,9.2851584473264814e-01,5.3200039114205190e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.1000000000000001e+00,4.1887902047863905e+00,1.4751089217556379e+00,8.4517515538691640e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.1000000000000001e+00,4.7123889803846897e+00,1.8910799275112715e+00,1.0835089856830152e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.1000000000000001e+00,5.2359877559829879e+00,2.1775358647939602e+00,1.2476361479106379e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-1.1000000000000001e+00,5.7595865315812871e+00,2.3509661123251400e+00,1.3470043601450956e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-9.0000000000000013e-01,0.0000000000000000e+00,2.3320636659007659e+00,1.3361740561192076e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-9.0000000000000013e-01,5.2359877559829882e-01,2.2744720991025100e+00,1.3031765189883495e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-9.0000000000000013e-01,1.0471975511965976e+00,2.1040282984239598e+00,1.2055194147578497e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-9.0000000000000013e-01,1.5707963267948966e+00,1.8172374333170020e+00,1.0412003530225059e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-9.0000000000000013e-01,2.0943951023931953e+00,1.3931234126251477e+00,7.9820091884283272e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-9.0000000000000013e-01,2.6179938779914940e+00,8.1483350817031963e-01,4.6686521023997997e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-9.0000000000000013e-01,3.1415926535897931e+00,3.1551974271475164e-01,1.8077949610608872e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-9.0000000000000013e-01,3.6651914291880918e+00,8.1483350817031852e-01,4.6686521023997933e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-9.0000000000000013e-01,4.1887902047863905e+00,1.3931234126251475e+00,7.9820091884283258e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-9.0000000000000013e-01,4.7123889803846897e+00,1.8172374333170018e+00,1.0412003530225057e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-9.0000000000000013e-01,5.2359877559829879e+00,2.1040282984239593e+00,1.2055194147578494e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-9.0000000000000013e-01,5.7595865315812871e+00,2.2744720991025100e+00,1.3031765189883495e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-7.0000000000000018e-01,0.0000000000000000e+00,2.2412708333928855e+00,1.2841535949918102e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-7.0000000000000018e-01,5.2359877559829882e-01,2.1858546831681389e+00,1.2524024797444011e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-7.0000000000000018e-01,1.0471975511965976e+00,2.0198748891273630e+00,1.1573030629145299e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-7.0000000000000018e-01,1.5707963267948966e+00,1.7367864547382044e+00,9.9510533771988094e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-7.0000000000000018e-01,2.0943951023931953e+00,1.3142556174374271e+00,7.5301300080524697e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-7.0000000000000018e-01,2.6179938779914940e+00,7.2770139016973467e-01,4.1694218402528612e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-7.0000000000000018e-01,3.1415926535897931e+00,7.7824771290077241e-02,4.4590309364923248e+00,True,2.8896299779033706e+07,1.0000000000000000e+00,0.0000000000000000e+00,1.3877787807814457e-17,2.3965484285257815e-01,2.3965484285257815e-01,4.6385014861481890e-17,-1.3877787807814457e-17,0.0000000000000000e+00,1.3877787807814457e-17,-1.1415356600652976e-16
5.0000000000000000e-01,1.0000000000000001e-01,-7.0000000000000018e-01,3.6651914291880918e+00,7.2770139016973301e-01,4.1694218402528513e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-7.0000000000000018e-01,4.1887902047863905e+00,1.3142556174374267e+00,7.5301300080524669e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-7.0000000000000018e-01,4.7123889803846897e+00,1.7367864547382041e+00,9.9510533771988079e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-7.0000000000000018e-01,5.2359877559829879e+00,2.0198748891273626e+00,1.1573030629145296e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-7.0000000000000018e-01,5.7595865315812871e+00,2.1858546831681389e+00,1.2524024797444011e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-5.0000000000000022e-01,0.0000000000000000e+00,2.1309249296500608e+00,1.2209300492816034e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-5.0000000000000022e-01,5.2359877559829882e-01,2.0784333263453525e+00,1.1908545759892559e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-5.0000000000000022e-01,1.0471975511965976e+00,1.9199572964527443e+00,1.1000544993209007e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-5.0000000000000022e-01,1.5707963267948966e+00,1.6481553867946681e+00,9.4432347645086210e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0000000000000000e-01,1.0000000000000001e-01,-5.0000000000000022e-01,2.0943951023931953e+00,1.2451841256495937e+00,7.1343795116409311e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
