detail_id,selected_observable,selected_region,theta_e,theta_p,momentum,E,px,py,pz,p_abs,phi_xy,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,theta_out,phi_p_out,qOut,phi_gamma_out
dw_mixing_angles_polarization_01_local_minimum_3,D_W,polarization_cluster_01_local_minimum_3,2.7407560787141932e-02,1.6048485850480896e+00,k,1.5685951770454705e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.5685950938117792e+00,1.5685950938117792e+00,0.0000000000000000e+00,1.1534537135450380e+01,3.3962533968257400e+00,1.5685950938117792e+00,6.6437721535226768e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.5502709129845966e+00,2.6470269446181542e+00,9.0277457955837859e-01,5.0545925050759708e+00
dw_mixing_angles_polarization_01_local_minimum_3,D_W,polarization_cluster_01_local_minimum_3,2.7407560787141932e-02,1.6048485850480896e+00,p,1.8276582197802695e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5685950938117792e+00,1.5685950938117792e+00,0.0000000000000000e+00,1.1534537135450380e+01,3.3962533968257400e+00,1.5685950938117792e+00,6.6437721535226768e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.5502709129845966e+00,2.6470269446181542e+00,9.0277457955837859e-01,5.0545925050759708e+00
dw_mixing_angles_polarization_01_local_minimum_3,D_W,polarization_cluster_01_local_minimum_3,2.7407560787141932e-02,1.6048485850480896e+00,kp,1.3440263022506236e+00,1.5710852162444242e-01,2.9828685399082971e-01,1.3010566110630211e+00,1.3440262051096912e+00,1.0860153846820195e+00,1.1534537135450380e+01,3.3962533968257400e+00,1.5685950938117792e+00,6.6437721535226768e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.5502709129845966e+00,2.6470269446181542e+00,9.0277457955837859e-01,5.0545925050759708e+00
dw_mixing_angles_polarization_01_local_minimum_3,D_W,polarization_cluster_01_local_minimum_3,2.7407560787141932e-02,1.6048485850480896e+00,pp,1.1494525150171422e+00,-3.2598417575791527e-01,1.7579256429420220e-01,-5.5156901270243130e-01,6.6437721535226768e-01,2.6470269446181542e+00,1.1534537135450380e+01,3.3962533968257400e+00,1.5685950938117792e+00,6.6437721535226768e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.5502709129845966e+00,2.6470269446181542e+00,9.0277457955837859e-01,5.0545925050759708e+00
dw_mixing_angles_polarization_01_local_minimum_3,D_W,polarization_cluster_01_local_minimum_3,2.7407560787141932e-02,1.6048485850480896e+00,qout,9.0277457955837859e-01,1.6887565413347286e-01,-4.7407941828503192e-01,-7.4948759836058965e-01,9.0277457955837859e-01,5.0545925050759708e+00,1.1534537135450380e+01,3.3962533968257400e+00,1.5685950938117792e+00,6.6437721535226768e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.5502709129845966e+00,2.6470269446181542e+00,9.0277457955837859e-01,5.0545925050759708e+00
dw_mixing_angles_polarization_01_local_minimum_4,D_W,polarization_cluster_01_local_minimum_4,4.4000982738668343e-02,1.5856264263926292e+00,k,1.0004798008062823e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.0004796703089232e+00,1.0004796703089232e+00,0.0000000000000000e+00,5.6259272648447398e+00,2.3719037216642538e+00,1.0004796703089232e+00,5.1201163771817892e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4166693160685950e+00,2.7555253892281280e+00,5.0782479030641714e-01,2.8747423796075872e-01
dw_mixing_angles_polarization_01_local_minimum_4,D_W,polarization_cluster_01_local_minimum_4,4.4000982738668343e-02,1.5856264263926292e+00,p,1.3714239208579715e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0004796703089232e+00,1.0004796703089232e+00,0.0000000000000000e+00,5.6259272648447398e+00,2.3719037216642538e+00,1.0004796703089232e+00,5.1201163771817892e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4166693160685950e+00,2.7555253892281280e+00,5.0782479030641714e-01,2.8747423796075872e-01
dw_mixing_angles_polarization_01_local_minimum_4,D_W,polarization_cluster_01_local_minimum_4,4.4000982738668343e-02,1.5856264263926292e+00,kp,7.9543496952561543e-01,-8.3939909928999468e-03,-2.2331213833798697e-01,7.6339882067659548e-01,7.9543480538903366e-01,4.6748180668415245e+00,5.6259272648447398e+00,2.3719037216642538e+00,1.0004796703089232e+00,5.1201163771817892e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4166693160685950e+00,2.7555253892281280e+00,5.0782479030641714e-01,2.8747423796075872e-01
dw_mixing_angles_polarization_01_local_minimum_4,D_W,polarization_cluster_01_local_minimum_4,4.4000982738668343e-02,1.5856264263926292e+00,pp,1.0686439618314658e+00,-3.1451522182762259e-01,1.2783945369262786e-01,-3.8326644319212649e-01,5.1201163771817892e-01,2.7555253892281280e+00,5.6259272648447398e+00,2.3719037216642538e+00,1.0004796703089232e+00,5.1201163771817892e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4166693160685950e+00,2.7555253892281280e+00,5.0782479030641714e-01,2.8747423796075872e-01
dw_mixing_angles_polarization_01_local_minimum_4,D_W,polarization_cluster_01_local_minimum_4,4.4000982738668343e-02,1.5856264263926292e+00,qout,5.0782479030641714e-01,3.2290921282052254e-01,9.5472684645359115e-02,-3.8013237748446899e-01,5.0782479030641714e-01,2.8747423796075872e-01,5.6259272648447398e+00,2.3719037216642538e+00,1.0004796703089232e+00,5.1201163771817892e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4166693160685950e+00,2.7555253892281280e+00,5.0782479030641714e-01,2.8747423796075872e-01
dw_mixing_angles_polarization_01_local_minimum_6,D_W,polarization_cluster_01_local_minimum_6,7.7098619618593975e-02,1.5429137009293450e+00,k,7.0154698400317816e-01,0.0000000000000000e+00,0.0000000000000000e+00,-7.0154679790020325e-01,7.0154679790020325e-01,0.0000000000000000e+00,3.5076649045981712e+00,1.8728761049781619e+00,7.0154679790020325e-01,3.9677026315423314e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.2417012620832080e+00,2.1238509508148251e+00,3.5670002910026755e-01,4.6970331306613300e+00
dw_mixing_angles_polarization_01_local_minimum_6,D_W,polarization_cluster_01_local_minimum_6,7.7098619618593975e-02,1.5429137009293450e+00,p,1.1713291209749839e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0154679790020325e-01,7.0154679790020325e-01,0.0000000000000000e+00,3.5076649045981712e+00,1.8728761049781619e+00,7.0154679790020325e-01,3.9677026315423314e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.2417012620832080e+00,2.1238509508148251e+00,3.5670002910026755e-01,4.6970331306613300e+00
dw_mixing_angles_polarization_01_local_minimum_6,D_W,polarization_cluster_01_local_minimum_6,7.7098619618593975e-02,1.5429137009293450e+00,kp,4.9771123027789133e-01,1.6753624148766577e-01,1.4910643773019983e-02,4.6842874390377232e-01,4.9771096795711189e-01,8.8765636927020303e-02,3.5076649045981712e+00,1.8728761049781619e+00,7.0154679790020325e-01,3.9677026315423314e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.2417012620832080e+00,2.1238509508148251e+00,3.5670002910026755e-01,4.6970331306613300e+00
dw_mixing_angles_polarization_01_local_minimum_6,D_W,polarization_cluster_01_local_minimum_6,7.7098619618593975e-02,1.5429137009293450e+00,pp,1.0184648456002197e+00,-1.6324615999730901e-01,2.6444506489168601e-01,-2.4667010484459673e-01,3.9677026315423308e-01,2.1238509508148251e+00,3.5076649045981712e+00,1.8728761049781619e+00,7.0154679790020325e-01,3.9677026315423314e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.2417012620832080e+00,2.1238509508148251e+00,3.5670002910026755e-01,4.6970331306613300e+00
dw_mixing_angles_polarization_01_local_minimum_6,D_W,polarization_cluster_01_local_minimum_6,7.7098619618593975e-02,1.5429137009293450e+00,qout,3.5670002910026755e-01,-4.2900814903567685e-03,-2.7935570866470599e-01,-2.2175863905917559e-01,3.5670002910026755e-01,4.6970331306613300e+00,3.5076649045981712e+00,1.8728761049781619e+00,7.0154679790020325e-01,3.9677026315423314e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.2417012620832080e+00,2.1238509508148251e+00,3.5670002910026755e-01,4.6970331306613300e+00
dw_mixing_angles_polarization_01_local_minimum_9,D_W,polarization_cluster_01_local_minimum_9,3.1235999560874226e+00,1.5985115559083345e+00,k,1.6617952744571312e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.6617951958915169e+00,1.6617951958915169e+00,0.0000000000000000e+00,1.2745203076319486e+01,3.5700424474114434e+00,1.6617951958915169e+00,6.9851029581051205e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.6636809469150533e+00,2.7844425338974754e+00,9.2747973722484434e-01,5.1725145381913586e+00
dw_mixing_angles_polarization_01_local_minimum_9,D_W,polarization_cluster_01_local_minimum_9,3.1235999560874226e+00,1.5985115559083345e+00,p,1.9082471729543122e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6617951958915169e+00,1.6617951958915169e+00,0.0000000000000000e+00,1.2745203076319486e+01,3.5700424474114434e+00,1.6617951958915169e+00,6.9851029581051205e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.6636809469150533e+00,2.7844425338974754e+00,9.2747973722484434e-01,5.1725145381913586e+00
dw_mixing_angles_polarization_01_local_minimum_9,D_W,polarization_cluster_01_local_minimum_9,3.1235999560874226e+00,1.5985115559083345e+00,kp,1.4730497203689605e+00,1.1156649619600764e-01,2.6989172260992406e-01,1.4438097494311153e+00,1.4730496317365365e+00,1.1788131980307490e+00,1.2745203076319486e+01,3.5700424474114434e+00,1.6617951958915169e+00,6.9851029581051205e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.6636809469150533e+00,2.7844425338974754e+00,9.2747973722484434e-01,5.1725145381913586e+00
dw_mixing_angles_polarization_01_local_minimum_9,D_W,polarization_cluster_01_local_minimum_9,3.1235999560874226e+00,1.5985115559083345e+00,pp,1.1695129898181076e+00,-3.0099028307704523e-01,1.1231533093692463e-01,-6.2024732912203517e-01,6.9851029581051194e-01,2.7844425338974754e+00,1.2745203076319486e+01,3.5700424474114434e+00,1.6617951958915169e+00,6.9851029581051205e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.6636809469150533e+00,2.7844425338974754e+00,9.2747973722484434e-01,5.1725145381913586e+00
dw_mixing_angles_polarization_01_local_minimum_9,D_W,polarization_cluster_01_local_minimum_9,3.1235999560874226e+00,1.5985115559083345e+00,qout,9.2747973722484434e-01,1.8942378688103759e-01,-3.8220705354684870e-01,-8.2356242030908011e-01,9.2747973722484434e-01,5.1725145381913586e+00,1.2745203076319486e+01,3.5700424474114434e+00,1.6617951958915169e+00,6.9851029581051205e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.6636809469150533e+00,2.7844425338974754e+00,9.2747973722484434e-01,5.1725145381913586e+00
dw_mixing_angles_polarization_01_local_minimum_13,D_W,polarization_cluster_01_local_minimum_13,3.0794537548712970e+00,1.5558810693277254e+00,k,8.2368658328168765e-01,0.0000000000000000e+00,0.0000000000000000e+00,-8.2368642477482512e-01,8.2368642477482512e-01,0.0000000000000000e+00,4.2932121176508540e+00,2.0720067851362973e+00,8.2368642477482512e-01,4.4807792352169140e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.3072526783820480e+00,4.7279329681819480e+00,4.1853032172569449e-01,2.2007216534093552e+00
dw_mixing_angles_polarization_01_local_minimum_13,D_W,polarization_cluster_01_local_minimum_13,3.0794537548712970e+00,1.5558810693277254e+00,p,1.2483202018546098e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.2368642477482512e-01,8.2368642477482512e-01,0.0000000000000000e+00,4.2932121176508540e+00,2.0720067851362973e+00,8.2368642477482512e-01,4.4807792352169140e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.3072526783820480e+00,4.7279329681819480e+00,4.1853032172569449e-01,2.2007216534093552e+00
dw_mixing_angles_polarization_01_local_minimum_13,D_W,polarization_cluster_01_local_minimum_13,3.0794537548712970e+00,1.5558810693277254e+00,kp,6.1394876991313763e-01,1.7749739120624086e-01,8.1361529569105195e-02,5.8207199604437443e-01,6.1394855725698050e-01,4.2980212581017996e-01,4.2932121176508540e+00,2.0720067851362973e+00,8.2368642477482512e-01,4.4807792352169140e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.3072526783820480e+00,4.7279329681819480e+00,4.1853032172569449e-01,2.2007216534093552e+00
dw_mixing_angles_polarization_01_local_minimum_13,D_W,polarization_cluster_01_local_minimum_13,3.0794537548712970e+00,1.5558810693277254e+00,pp,1.0395276934971529e+00,5.1597749246927171e-03,-3.3191993101530431e-01,-3.0095906975041120e-01,4.4807792352169140e-01,4.7279329681819480e+00,4.2932121176508540e+00,2.0720067851362973e+00,8.2368642477482512e-01,4.4807792352169140e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.3072526783820480e+00,4.7279329681819480e+00,4.1853032172569449e-01,2.2007216534093552e+00
dw_mixing_angles_polarization_01_local_minimum_13,D_W,polarization_cluster_01_local_minimum_13,3.0794537548712970e+00,1.5558810693277254e+00,qout,4.1853032172569449e-01,-1.8265716613093358e-01,2.5055840144619912e-01,-2.8111292629396323e-01,4.1853032172569449e-01,2.2007216534093552e+00,4.2932121176508540e+00,2.0720067851362973e+00,8.2368642477482512e-01,4.4807792352169140e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.3072526783820480e+00,4.7279329681819480e+00,4.1853032172569449e-01,2.2007216534093552e+00
dw_mixing_angles_polarization_01_local_minimum_15,D_W,polarization_cluster_01_local_minimum_15,3.0420244850014075e+00,1.4933214930056877e+00,k,1.0843982217568651e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.0843981013583177e+00,1.0843981013583177e+00,0.0000000000000000e+00,6.3412885667766385e+00,2.5181915270242330e+00,1.0843981013583177e+00,5.4000797064714168e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.0781224057244683e+00,5.1893781451120686e+00,7.2593874154425708e-01,1.4637419019975071e+00
dw_mixing_angles_polarization_01_local_minimum_15,D_W,polarization_cluster_01_local_minimum_15,3.0420244850014075e+00,1.4933214930056877e+00,p,1.4337933052673681e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0843981013583177e+00,1.0843981013583177e+00,0.0000000000000000e+00,6.3412885667766385e+00,2.5181915270242330e+00,1.0843981013583177e+00,5.4000797064714168e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.0781224057244683e+00,5.1893781451120686e+00,7.2593874154425708e-01,1.4637419019975071e+00
dw_mixing_angles_polarization_01_local_minimum_15,D_W,polarization_cluster_01_local_minimum_15,3.0420244850014075e+00,1.4933214930056877e+00,kp,7.0991614267248171e-01,-2.8449151338876827e-01,-2.1156292160272344e-01,6.1504989839828172e-01,7.0991595876346414e-01,3.7810191880728978e+00,6.3412885667766385e+00,2.5181915270242330e+00,1.0843981013583177e+00,5.4000797064714168e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.0781224057244683e+00,5.1893781451120686e+00,7.2593874154425708e-01,1.4637419019975071e+00
dw_mixing_angles_polarization_01_local_minimum_15,D_W,polarization_cluster_01_local_minimum_15,3.0420244850014075e+00,1.4933214930056877e+00,pp,1.0823366428068690e+00,2.1669468398454098e-01,-4.1930901904809875e-01,-2.6235847392490536e-01,5.4000797064714168e-01,5.1893781451120686e+00,6.3412885667766385e+00,2.5181915270242330e+00,1.0843981013583177e+00,5.4000797064714168e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.0781224057244683e+00,5.1893781451120686e+00,7.2593874154425708e-01,1.4637419019975071e+00
dw_mixing_angles_polarization_01_local_minimum_15,D_W,polarization_cluster_01_local_minimum_15,3.0420244850014075e+00,1.4933214930056877e+00,qout,7.2593874154425708e-01,6.7796829404227280e-02,6.3087194065082219e-01,-3.5269142447337631e-01,7.2593874154425719e-01,1.4637419019975071e+00,6.3412885667766385e+00,2.5181915270242330e+00,1.0843981013583177e+00,5.4000797064714168e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.0781224057244683e+00,5.1893781451120686e+00,7.2593874154425708e-01,1.4637419019975071e+00
dw_mixing_angles_polarization_01_local_minimum_16,D_W,polarization_cluster_01_local_minimum_16,3.1030627083582263e+00,1.5877412373943891e+00,k,1.0563747156154253e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.0563745920229450e+00,1.0563745920229450e+00,0.0000000000000000e+00,6.0964173197592562e+00,2.4690924081044958e+00,1.0563745920229450e+00,5.3040465967868766e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4612411508777301e+00,3.4169317980251650e+00,5.3350080912919595e-01,5.8617011620988473e+00
dw_mixing_angles_polarization_01_local_minimum_16,D_W,polarization_cluster_01_local_minimum_16,3.1030627083582263e+00,1.5877412373943891e+00,p,1.4127176924890703e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0563745920229450e+00,1.0563745920229450e+00,0.0000000000000000e+00,6.0964173197592562e+00,2.4690924081044958e+00,1.0563745920229450e+00,5.3040465967868766e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4612411508777301e+00,3.4169317980251650e+00,5.3350080912919595e-01,5.8617011620988473e+00
dw_mixing_angles_polarization_01_local_minimum_16,D_W,polarization_cluster_01_local_minimum_16,3.1030627083582263e+00,1.5877412373943891e+00,kp,8.5801417576688577e-01,1.4855805131881505e-02,2.2801523878387464e-01,8.2702866977706258e-01,8.5801402360159673e-01,1.5057355955302538e+00,6.0964173197592562e+00,2.4690924081044958e+00,1.0563745920229450e+00,5.3040465967868766e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4612411508777301e+00,3.4169317980251650e+00,5.3350080912919595e-01,5.8617011620988473e+00
dw_mixing_angles_polarization_01_local_minimum_16,D_W,polarization_cluster_01_local_minimum_16,3.1030627083582263e+00,1.5877412373943891e+00,pp,1.0775774232085897e+00,-3.2109175528713763e-01,-9.0713170928261574e-02,-4.1231093644921596e-01,5.3040465967868766e-01,3.4169317980251646e+00,6.0964173197592562e+00,2.4690924081044958e+00,1.0563745920229450e+00,5.3040465967868766e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4612411508777301e+00,3.4169317980251650e+00,5.3350080912919595e-01,5.8617011620988473e+00
dw_mixing_angles_polarization_01_local_minimum_16,D_W,polarization_cluster_01_local_minimum_16,3.1030627083582263e+00,1.5877412373943891e+00,qout,5.3350080912919595e-01,3.0623595015525612e-01,-1.3730206785561308e-01,-4.1471773332784656e-01,5.3350080912919595e-01,5.8617011620988473e+00,6.0964173197592562e+00,2.4690924081044958e+00,1.0563745920229450e+00,5.3040465967868766e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4612411508777301e+00,3.4169317980251650e+00,5.3350080912919595e-01,5.8617011620988473e+00
dw_mixing_angles_polarization_01_local_minimum_17,D_W,polarization_cluster_01_local_minimum_17,2.4470472767236937e-01,1.1784025844087218e+00,k,1.0239707831013233e-01,0.0000000000000000e+00,0.0000000000000000e+00,-1.0239580326617137e-01,1.0239580326617137e-01,0.0000000000000000e+00,1.0940521789152782e+00,1.0459694923444365e+00,1.0239580326617137e-01,5.3754914108978549e-02,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.5301991008421276e+00,2.6351630613774826e+00,3.3402692089136557e-02,5.3568391259723862e+00
dw_mixing_angles_polarization_01_local_minimum_17,D_W,polarization_cluster_01_local_minimum_17,2.4470472767236937e-01,1.1784025844087218e+00,p,9.4357241403430414e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0239580326617137e-01,1.0239580326617137e-01,0.0000000000000000e+00,1.0940521789152782e+00,1.0459694923444365e+00,1.0239580326617137e-01,5.3754914108978549e-02,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.5301991008421276e+00,2.6351630613774826e+00,3.3402692089136557e-02,5.3568391259723862e+00
