optimization_run,start_source,screening_dGHZ,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_dGHZ,lbfgs_dGHZ,final_dGHZ,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_dGHZ,local_minimum_verified,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7
10,angular_minimum:10,2.439097294753011e-08,True,False,2,ABNORMAL: ,0,569,189,7620.2782257816425,2.7126394554156897e-08,2.7126394554156897e-08,2.655961051901046e-08,16,2,False,1e-05,2.6547241899320943e-08,True,0.5000052987135022,0.49999980032647295,0.49998843069899485,0.5,0.5,0.09596054630724149,0.7836914727060621,0.7836844401518993,0.5000052987135022,0.49999980032647295,0.48748843069899483,0.5,0.5,0.09283554630724149,0.7836914727060621,0.7836844401518993
11,angular_minimum:11,2.4487161100947876e-08,True,False,2,ABNORMAL: ,0,517,189,199999999.99601275,2.448720066027558e-08,2.448720066027558e-08,2.448720066027558e-08,14,0,False,1e-05,2.4435110783492353e-08,True,0.5,0.5,0.3279290783559645,0.5,0.5,0.3632288258367556,0.19054973524057364,0.19054356995971686,0.5,0.5,0.3279290783559645,0.5,0.5,0.3632288258367556,0.19054973524057364,0.19054356995971686
12,angular_minimum:12,2.4614682223386802e-08,True,False,2,ABNORMAL: ,0,517,189,167845.21984916943,2.4620993108584572e-08,2.4620993108584572e-08,2.4620993108584572e-08,14,0,False,1e-05,2.4614260479238786e-08,True,0.5,0.5,0.2880885823015892,0.5,0.5,0.44173299332071136,0.6844582020742767,0.31553912280223445,0.5,0.5,0.2880885823015892,0.5,0.5,0.44173299332071136,0.6844582020742767,0.31553912280223445
13,angular_minimum:13,2.4622180989178895e-08,True,False,2,ABNORMAL: ,0,517,189,199999999.99598542,2.462387471651821e-08,2.462387471651821e-08,2.462387471651821e-08,14,0,False,1e-05,2.46249129046534e-08,True,0.5000000720265979,0.5000000620788523,0.3536437530022194,0.5,0.5,0.31362481381447194,0.6904743845363673,0.3095214738915365,0.5000000720265979,0.5000000620788523,0.3536437530022194,0.5,0.5,0.31362481381447194,0.6904743845363673,0.3095214738915365
14,angular_minimum:14,2.4676752957090714e-08,True,False,2,ABNORMAL: ,0,593,189,243422.9424899828,2.467739977472168e-08,2.467739977472168e-08,2.3867862836085356e-08,17,3,False,1e-05,2.3859672127525556e-08,True,0.5,0.5,0.2607329853443781,0.5,0.5,0.5366797406503808,0.23971409091685145,0.7397169811879432,0.5,0.5,0.2591704853443781,0.5,0.5,0.5273047406503808,0.23971409091685145,0.7397169811879432
15,angular_minimum:15,2.4759391640348698e-08,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,504,162,3090.457503183107,2.601761868640597e-08,2.56735447047295e-08,2.5021807879400884e-08,15,1,False,1e-05,2.553733154382586e-08,True,0.5000022117935489,0.4999998266519353,0.5000564094208002,0.5,0.5,0.07892292272076745,0.7646043484096198,0.23539129234135175,0.49999221179354886,0.4999998266519353,0.5000564094208002,0.49999999999998973,0.49999999999998973,0.07892292272076745,0.7646043484096198,0.23539129234135175
16,angular_minimum:16,2.4760800192403254e-08,True,False,2,ABNORMAL: ,0,517,189,10863.056298388818,2.4760618648059452e-08,2.4760618648059452e-08,2.4760618648059452e-08,14,0,False,1e-05,2.4745868385106418e-08,True,0.5000056871008832,0.4999999863796267,0.44073496989342636,0.5,0.5,0.1581822018446113,0.2846744422849108,0.2846753032375699,0.5000056871008832,0.4999999863796267,0.44073496989342636,0.5,0.5,0.1581822018446113,0.2846744422849108,0.2846753032375699
17,angular_minimum:17,2.4853029994183214e-08,True,False,2,ABNORMAL: ,0,508,189,4560.583087169462,2.485323431574424e-08,2.485323431574424e-08,2.485323431574424e-08,14,0,False,1e-05,2.4851112895756957e-08,True,0.5,0.5,0.45965228344834175,0.5,0.5,0.12942606420731562,0.7673378420487508,0.23266112906926983,0.5,0.5,0.45965228344834175,0.5,0.5,0.12942606420731562,0.7673378420487508,0.23266112906926983
18,angular_minimum:18,2.5161189511475634e-08,True,False,2,ABNORMAL: ,0,517,189,199999999.9958783,2.5159453849823186e-08,2.5159453849823186e-08,2.5159453849823186e-08,14,0,False,1e-05,2.5160510814396168e-08,True,0.5,0.5,0.3493146552162898,0.5,0.5,0.3219058229811388,0.8181750998684991,0.8181788500574866,0.5,0.5,0.3493146552162898,0.5,0.5,0.3219058229811388,0.8181750998684991,0.8181788500574866
19,angular_minimum:19,2.5353888321977973e-08,True,False,2,ABNORMAL: ,0,517,189,141421356.23826942,2.5353584498756554e-08,2.5353584498756554e-08,2.5353584498756554e-08,14,0,False,1e-05,2.5294634595582146e-08,True,0.49999287503107304,0.49999979530706323,0.47486824535237904,0.5,0.5,0.10844486451313406,0.2499349343090935,0.24993651017697802,0.49999287503107304,0.49999979530706323,0.47486824535237904,0.5,0.5,0.10844486451313406,0.2499349343090935,0.24993651017697802
20,angular_minimum:20,2.540438587024773e-08,True,False,2,ABNORMAL: ,0,521,171,1401.6819085382522,2.5870256694851145e-08,2.5870256694851145e-08,2.548537768089117e-08,15,1,False,1e-05,2.6214263924258744e-08,True,0.5000056493618655,0.49999549921436476,0.5003678193208322,0.5,0.5,0.07891067872788998,0.746407736357822,0.25359005751900277,0.5000056493618655,0.49999549921436476,0.5003678193208322,0.5,0.5,0.08047317872788998,0.746407736357822,0.25359005751900277
21,angular_minimum:21,2.5599617835765438e-08,True,False,2,ABNORMAL: ,0,517,189,199999999.9955127,2.559973896087877e-08,2.559973896087877e-08,2.559973896087877e-08,14,0,False,1e-05,2.5601017044877944e-08,True,0.5000015168086708,0.5000010715267471,0.4688318502201879,0.5,0.49999999999999994,0.11649938985629238,0.2830456935055026,0.7169498768468637,0.5000015168086708,0.5000010715267471,0.4688318502201879,0.5,0.49999999999999994,0.11649938985629238,0.2830456935055026,0.7169498768468637
22,angular_minimum:22,2.5660527037544512e-08,True,False,2,ABNORMAL: ,0,571,189,236140.8851477808,2.566052731508467e-08,2.566052731508467e-08,2.4799308861143254e-08,16,2,False,1e-05,2.4791564523306813e-08,True,0.5,0.5,0.25936048440762927,0.5,0.5,0.5433176181899849,0.7937831623145291,0.7062191851036,0.5,0.5,0.25936048440762927,0.5,0.5,0.5276926181899849,0.7937831623145291,0.7062191851036
23,angular_minimum:23,2.578177958739654e-08,True,False,2,ABNORMAL: ,0,544,171,1298.236490400547,2.607647047840724e-08,2.607647047840724e-08,2.582429090848837e-08,16,2,False,1e-05,2.5930585360730073e-08,True,0.499996245431442,0.5000021704946438,0.5004089161504568,0.5,0.49999999999999994,0.07856747407885245,0.2469188283057589,0.24691633944779953,0.499996245431442,0.5000021704946438,0.5004089161504568,0.5,0.49999999999999994,0.07866513032885245,0.2469066212745089,0.24691633944779953
24,angular_minimum:24,2.587119816189266e-08,True,False,2,ABNORMAL: ,0,638,189,199999999.99502602,2.664532547361413e-08,2.664532547361413e-08,2.2134942978489828e-08,19,5,False,1e-05,2.2583800119123145e-08,True,0.49999657731975883,0.5000021455537702,0.500414830286099,0.5,0.49999999999999994,0.07853706254413911,0.2363536848725446,0.2363557059355457,0.5000087843510088,0.5000021455537702,0.500024205286099,0.5,0.49999999999999994,0.07961128129413911,0.2363536848725446,0.2363557059355457
25,angular_minimum:25,2.592862176051701e-08,True,False,2,ABNORMAL: ,0,517,189,199999999.99510393,2.6255810859437936e-08,2.6255810859437936e-08,2.6255810859437936e-08,14,0,False,1e-05,2.619520908909641e-08,True,0.4999975746663559,0.49999789627648333,0.5004360296336963,0.5,0.5,0.07851518863463547,0.24468035267891555,0.244679679311577,0.4999975746663559,0.49999789627648333,0.5004360296336963,0.5,0.5,0.07851518863463547,0.24468035267891555,0.244679679311577
26,angular_minimum:26,2.59712095268054e-08,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,521,171,1388.6431459886314,2.6805893905811655e-08,2.6404051091912345e-08,2.6239859967493632e-08,15,1,False,1e-05,2.633896888008625e-08,True,0.49999827752235454,0.4999939185436547,0.5006450298160616,0.5,0.5,0.07858103343194445,0.24644559702532987,0.7535570075349627,0.49999827752235465,0.4999939185436547,0.5004497173160617,0.4999999999982373,0.4999999999982373,0.07858103343194457,0.24644559702532964,0.7535570075349626
27,angular_minimum:27,2.598736682040682e-08,True,False,2,ABNORMAL: ,0,593,189,208320.91294793357,2.598750714859438e-08,2.598750714859438e-08,2.3764135003725076e-08,17,3,False,1e-05,2.3741224838561585e-08,True,0.5,0.5,0.2589129741472834,0.5,0.5,0.5668528626446119,0.23984500794688898,0.26015738967254454,0.5,0.5,0.2589129741472834,0.5,0.5,0.5262278626446119,0.23984500794688898,0.26015738967254454
28,angular_minimum:28,2.602929973289853e-08,True,False,2,ABNORMAL: ,0,540,189,199999999.99533623,2.6482086154853716e-08,2.6482086154853716e-08,2.63120477424937e-08,15,1,False,1e-05,2.6482086154853716e-08,True,0.4999998651909322,0.4999999325540823,0.500013947883727,0.5,0.5,0.07895163482013728,0.22441633082811877,0.2244134893047641,0.4999998651909322,0.4999999325540823,0.500013947883727,0.5,0.5,0.07895163482013728,0.22441633082811877,0.2244234893047641
29,angular_minimum:29,2.6036820078558334e-08,True,False,2,ABNORMAL: ,0,517,189,959.3647708892141,2.6035786049104184e-08,2.6035786049104184e-08,2.6035786049104184e-08,14,0,False,1e-05,2.594326922555819e-08,True,0.4999916755629386,0.5000001289458547,0.4869780388651364,0.5,0.5,0.09340220601284532,0.7517475396934695,0.7517537707182419,0.4999916755629386,0.5000001289458547,0.4869780388651364,0.5,0.5,0.09340220601284532,0.7517475396934695,0.7517537707182419
30,angular_minimum:30,2.6235789493360746e-08,True,False,2,ABNORMAL: ,0,521,171,831.6345170234331,2.6603414455455806e-08,2.6603414455455806e-08,2.6246816055051703e-08,15,1,False,1e-05,2.658740133080859e-08,True,0.4999983718598962,0.5000094743694988,0.5011296798148672,0.5,0.5,0.07781652976842052,0.7495511454024039,0.7495533497504961,0.4999983718598962,0.5000094743694988,0.5011296798148672,0.5,0.5,0.07784094383092052,0.7495511454024039,0.7495533497504961
31,angular_minimum:31,2.6257245772614148e-08,True,False,2,ABNORMAL: ,0,538,189,5608.305142794541,2.625848292810298e-08,2.625848292810298e-08,2.6084966196906074e-08,15,1,False,1e-05,2.6084078968448445e-08,True,0.5000087810055639,0.5000001271343857,0.4866527410790281,0.49999999999999994,0.49999999999999994,0.09379839792235467,0.23011922720719366,0.7698772312620804,0.4999965739743139,0.5000001271343857,0.4866527410790281,0.49999999999999994,0.49999999999999994,0.09379839792235467,0.23011922720719366,0.7698772312620804
32,angular_minimum:32,2.6292176719739017e-08,True,False,2,ABNORMAL: ,0,517,189,141421356.37109068,2.6290270967885556e-08,2.6290270967885556e-08,2.6290270967885556e-08,14,0,False,1e-05,2.623022610915934e-08,True,0.4999934782216956,0.49999995082691645,0.4847714845050794,0.49999999999999994,0.5,0.09602372465645986,0.22011567794797274,0.22011531147997357,0.4999934782216956,0.49999995082691645,0.4847714845050794,0.49999999999999994,0.5,0.09602372465645986,0.22011567794797274,0.22011531147997357
33,angular_minimum:33,2.6331935027068843e-08,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,490,171,681.2959114724649,2.6800317078809726e-08,2.6677756169258687e-08,2.6677756169258687e-08,14,0,False,1e-05,2.6632952702502182e-08,True,0.4999936757101823,0.5000046141235635,0.5010685259791937,0.5,0.5,0.07854931675314225,0.2518360265070791,0.7481573742973482,0.49999367571018233,0.5000046141235626,0.5010685259791937,0.49999999999811656,0.49999999999811656,0.07854931675314239,0.25183602650707926,0.7481573742973483
34,angular_minimum:34,2.6334330315628278e-08,True,False,2,ABNORMAL: ,0,547,189,199999999.9953387,2.6469676543686475e-08,2.6469676543686475e-08,2.6335062653367973e-08,15,1,False,1e-05,2.646541867344698e-08,True,0.5000009645263199,0.4999971664563658,0.5012195392799429,0.49999999999999994,0.5,0.07771023283296091,0.24193970009246868,0.758058666589441,0.5000009645263199,0.4999971664563658,0.5012195392799429,0.49999999999999994,0.5,0.07772243986421092,0.24193970009246868,0.758058666589441
35,angular_minimum:35,2.6363609623313204e-08,True,False,2,ABNORMAL: ,0,481,162,5382.674851267223,2.639659478821668e-08,2.639659478821668e-08,2.639659478821668e-08,14,0,False,1e-05,2.6623409099270204e-08,True,0.5000011667495602,0.4999999997045574,0.5002392465135804,0.49999999999999994,0.5,0.07872858286638723,0.27453289456328434,0.27453084425225116,0.5000011667495602,0.4999999997045574,0.5002392465135804,0.49999999999999994,0.5,0.07872858286638723,0.27453289456328434,0.27453084425225116
36,angular_minimum:36,2.6390794580085e-08,True,False,2,ABNORMAL: ,0,517,189,199999999.9953732,2.6297215219306772e-08,2.6297215219306772e-08,2.6297215219306772e-08,14,0,False,1e-05,2.6718341347147885e-08,True,0.5000074306369752,0.49999893656283795,0.5015291684317792,0.5,0.5,0.07739399863697632,0.2563865577824651,0.7436131094957344,0.5000074306369752,0.49999893656283795,0.5015291684317792,0.5,0.5,0.07739399863697632,0.2563865577824651,0.7436131094957344
37,angular_minimum:37,2.64098837215066e-08,True,False,2,ABNORMAL: ,0,548,189,199999999.9955557,2.677261661725552e-08,2.677261661725552e-08,2.6623941255050526e-08,15,1,False,1e-05,2.66732656724901e-08,True,0.5000020029456246,0.49999873337532197,0.5009655566781894,0.5,0.5,0.07797042441162544,0.2602703674752122,0.7397291364809079,0.5000020029456246,0.49999873337532197,0.5017468066781894,0.5,0.5,0.07797042441162544,0.2602703674752122,0.7397291364809079
38,angular_minimum:38,2.6424831032637317e-08,True,False,2,ABNORMAL: ,0,547,189,199999999.99562612,2.6420444078768797e-08,2.6420444078768797e-08,2.6162107341928256e-08,15,1,False,1e-05,2.6162978313730284e-08,True,0.500009219773429,0.5000000029215104,0.4859350786053359,0.5,0.5,0.0946315675605865,0.7754819156762418,0.2245207282433878,0.49999701274217906,0.5000000029215104,0.4859350786053359,0.5,0.5,0.0946315675605865,0.7754819156762418,0.2245207282433878
39,angular_minimum:39,2.6442060626521577e-08,True,False,2,ABNORMAL: ,0,659,189,199999999.9951978,2.7174263979750523e-08,2.7174263979750523e-08,1.9482841003363543e-08,20,6,False,1e-05,2.008665428973804e-08,True,0.5000021069963733,0.5000000413760944,0.5002146513691683,0.49999999999999994,0.5,0.07874385543084211,0.7872718783039439,0.7872737050604453,0.5000021069963733,0.49998783434484445,0.5000071318379182,0.49999999999999994,0.5,0.07959834761834211,0.7872718783039439,0.7872737050604453
40,angular_minimum:40,2.6478834189956557e-08,True,False,2,ABNORMAL: ,0,596,180,1843.3703811634768,2.7250699756739457e-08,2.7250699756739457e-08,2.6733355116603124e-08,18,4,False,1e-05,2.670154273850556e-08,True,0.5000111628595856,0.4999999961896495,0.5011632262768134,0.5,0.5,0.07780849837063714,0.244228559166279,0.7557753561557665,0.4999989558283356,0.4999999961896495,0.5015660583080634,0.5,0.5,0.07790615462063713,0.244228559166279,0.7557753561557665
41,angular_minimum:41,2.6501782834071657e-08,True,False,2,ABNORMAL: ,0,517,189,6777.40970387451,2.6501560006110248e-08,2.6501560006110248e-08,2.6501560006110248e-08,14,0,False,1e-05,2.6465915927257786e-08,True,0.5000000648381806,0.49999999868268485,0.48984781610649164,0.5,0.5,0.0908808750860231,0.2248814706315407,0.7751124181358151,0.5000000648381806,0.49999999868268485,0.48984781610649164,0.5,0.5,0.0908808750860231,0.2248814706315407,0.7751124181358151
42,angular_minimum:42,2.6517304461535987e-08,True,False,2,ABNORMAL: ,0,547,189,3255.6253600769223,2.664924209360419e-08,2.664924209360419e-08,2.6496997127645752e-08,15,1,False,1e-05,2.6491851183804008e-08,True,0.5000000537827096,0.49999999958391006,0.5017120080512139,0.49999999999999994,0.5,0.07735935006508199,0.23785041056997183,0.7621471793546567,0.5000000537827096,0.49999999958391006,0.5017120080512139,0.49999999999999994,0.5,0.07755466256508199,0.23785041056997183,0.7621471793546567
43,angular_minimum:43,2.6532965957114165e-08,True,False,2,ABNORMAL: ,0,548,189,199999999.99524215,2.695250903241679e-08,2.695250903241679e-08,2.6806100474561218e-08,15,1,False,1e-05,2.6999735589108035e-08,True,0.5000000699541446,0.5000000471096162,0.5023742022732017,0.49999999999999994,0.5,0.07653632525678572,0.7336836763415036,0.26631402304557433,0.5000000699541446,0.5000000471096162,0.5023742022732017,0.49999999999999994,0.5,0.07809882525678571,0.7336836763415036,0.26631402304557433
44,angular_minimum:44,2.6542832215294197e-08,True,False,2,ABNORMAL: ,0,616,189,199999999.99495247,2.7013038319061804e-08,2.7013038319061804e-08,2.4876652066223855e-08,18,4,False,1e-05,2.5725861314913837e-08,True,0.49999999216942764,0.5000000034317809,0.5003584962994672,0.49999999999999994,0.5,0.07859521294583288,0.22433711475863172,0.2243313633340642,0.49999999216942764,0.5000000034317809,0.5066084962994671,0.49999999999999994,0.5,0.07654443169583289,0.22433711475863172,0.2243313633340642
45,angular_minimum:45,2.6597029583117564e-08,True,False,2,ABNORMAL: ,0,570,189,199999999.99528787,2.672390036339393e-08,2.672390036339393e-08,2.6487504941503537e-08,16,2,False,1e-05,2.6530906404933756e-08,True,0.5000040378369077,0.5000054966514345,0.5027788588812492,0.5,0.49999999999999994,0.0761284082698363,0.7437963368751436,0.2562041102418442,0.5000040378369077,0.5000054966514345,0.5027788588812492,0.5,0.49999999999999994,0.07651903326983629,0.7437963368751436,0.2562041102418442
46,angular_minimum:46,2.6665119178664685e-08,True,False,2,ABNORMAL: ,0,517,189,887.884988803447,2.6665074095929153e-08,2.6665074095929153e-08,2.6665074095929153e-08,14,0,False,1e-05,2.6646468169816682e-08,True,0.5,0.5,0.4999050543355721,0.5,0.49999999999999994,0.07922643873960011,0.24931256414178,0.24931464364373424,0.5,0.5,0.4999050543355721,0.5,0.49999999999999994,0.07922643873960011,0.24931256414178,0.24931464364373424
47,angular_minimum:47,2.666898402041265e-08,True,False,2,ABNORMAL: ,0,547,189,199999999.99555683,2.676687003079768e-08,2.676687003079768e-08,2.6660541537519762e-08,15,1,False,1e-05,2.666319972032994e-08,True,0.5000002836427567,0.49999986364885807,0.5020516157278975,0.5,0.5,0.07686280614745428,0.24699719161065253,0.2469928797638476,0.5000002836427567,0.49999986364885807,0.5020516157278975,0.5,0.5,0.07687501317870428,0.24699719161065253,0.2469928797638476
48,angular_minimum:48,2.6726605636668045e-08,True,False,2,ABNORMAL: ,0,517,189,199999999.995284,2.674322887089265e-08,2.674322887089265e-08,2.674322887089265e-08,14,0,False,1e-05,2.6767450318564243e-08,True,0.5000011676740702,0.5000015387890554,0.5031481261371695,0.49999999999999994,0.5,0.07575774202151658,0.7541683303288614,0.24582881405396162,0.5000011676740702,0.5000015387890554,0.5031481261371695,0.49999999999999994,0.5,0.07575774202151658,0.7541683303288614,0.24582881405396162
49,angular_minimum:49,2.6784355271910752e-08,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,493,144,1968.793875474232,2.7093841219800338e-08,2.6984528760374116e-08,2.6857990370469485e-08,15,1,False,1e-05,2.6840494167043685e-08,True,0.49999995057570873,0.5000001499666863,0.5056305908770811,0.5,0.49999999999999994,0.07331186793060596,0.2597660665324687,0.7402304378707236,0.4999999505757087,0.5000001499666863,0.5056305908770811,0.4999999999993915,0.49999999999939143,0.07332407496185596,0.2597660665324687,0.7402304378707236
50,angular_minimum:50,2.6832682687639853e-08,True,False,2,ABNORMAL: ,0,529,180,8387.568313501362,2.7449129653380948e-08,2.7449129653380948e-08,2.7098327594421898e-08,15,1,False,1e-05,2.7229447835221326e-08,True,0.49999993651410235,0.500000009445977,0.5081422746102375,0.5,0.49999999999999994,0.07091949138264098,0.7147942538894443,0.7147948187110856,0.49999993651410235,0.500000009445977,0.5082399308602376,0.5,0.49999999999999994,0.07091949138264098,0.7147942538894443,0.7147948187110856
51,angular_minimum:51,2.6841654397549122e-08,True,False,2,ABNORMAL: ,0,570,189,199999999.99515617,2.7382488275550088e-08,2.7382488275550088e-08,2.6935650171698725e-08,16,2,False,1e-05,2.715001885147268e-08,True,0.4999991395471521,0.5000010196292358,0.5001358935816049,0.5,0.5,0.07882533679248627,0.7072903429813842,0.2927121606492756,0.4999991395471521,0.5000010196292358,0.5001603076441049,0.5,0.5,0.07884975085498627,0.7072903429813842,0.2927121606492756
52,angular_minimum:52,2.690143294563853e-08,True,False,2,ABNORMAL: ,0,725,189,199999999.99523383,2.8381872252968432e-08,2.8381872252968432e-08,1.9525841684024095e-08,23,9,False,1e-05,2.1002130889639945e-08,True,0.5000134220610775,0.5000005186357688,0.5006840768931362,0.5,0.5,0.07825961945483462,0.7710466456240583,0.22895215914712339,0.5000134220610775,0.5000005186357688,0.5000004831431362,0.5,0.5,0.08067661164233461,0.7710344385928083,0.22896436617837337
53,angular_minimum:53,2.696491960994761e-08,True,False,2,ABNORMAL: ,0,540,189,7494.083975413705,2.706134461253721e-08,2.706134461253721e-08,2.6749441117957142e-08,15,1,False,1e-05,2.706134461253721e-08,True,0.5000003031813313,0.4999996960732773,0.5009088080654636,0.5,0.5,0.07802928405467224,0.719865644189284,0.28013205178442957,0.49999030318133125,0.4999996960732773,0.5009088080654636,0.5,0.5,0.07802928405467224,0.719865644189284,0.28013205178442957
54,angular_minimum:54,2.7059465700631392e-08,True,False,2,ABNORMAL: ,0,490,171,4932.6810831183175,2.7107428111918046e-08,2.7107428111918046e-08,2.7107428111918046e-08,14,0,False,1e-05,2.7085261880360773e-08,True,0.5000021813990981,0.49999506532001986,0.5044106527157413,0.5,0.5,0.07453781139363247,0.27292418605788055,0.7270784413029688,0.5000021813990981,0.49999506532001986,0.5044106527157413,0.5,0.5,0.07453781139363247,0.27292418605788055,0.7270784413029688
55,angular_minimum:55,2.7061397378034554e-08,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,472,153,584.5483882575727,2.7228442493600197e-08,2.7066830711070642e-08,2.7066830711070642e-08,14,0,False,1e-05,2.7040143964701585e-08,True,0.5000002675940624,0.4999995147841768,0.5075709103200434,0.5,0.49999999999999994,0.07189612820228597,0.7513867245861218,0.24861434906082505,0.5000002675940621,0.49999951478417676,0.5075709103200434,0.4999999999982673,0.4999999999982672,0.07189612820228597,0.7513867245861217,0.24861434906082489
