detail_id,polarization,polarization_label,energy_group,initial_component,ensemble_weight,h_e,h_p,h_gamma,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase_rad,weighted_abs2,fraction,decomposition_rank
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,-1,-1,-1,9.500484442338475e-09,6.690137581743777e-07,6.690812116860284e-07,1.5565965502154964,1.1191741695781098e-13,8.098498085450927e-12,14
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,1,-1,1,9.500484441549987e-09,-6.690137581743779e-07,6.690812116860174e-07,-1.5565965502166748,1.119174169578073e-13,8.098498085450661e-12,15
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,1,1,1,9.500484441563643e-09,-6.690137581743777e-07,6.690812116860173e-07,-1.5565965502166543,1.1191741695780727e-13,8.09849808545066e-12,16
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,1,1,-1,-7.387506731190142e-09,5.194586465676886e-07,5.19511174807278e-07,1.5850169173910582,6.747296518740955e-14,4.882436480784028e-12,17
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,-1,-1,1,-7.387506731188271e-09,-5.194586465676886e-07,5.19511174807278e-07,-1.5850169173910547,6.747296518740955e-14,4.882436480784028e-12,18
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,1,-1,-1,-7.387500290384031e-09,5.19458646659153e-07,5.195111748071442e-07,1.585016904991988,6.747296518737479e-14,4.882436480781512e-12,19
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,-1,1,1,-7.387500290382162e-09,-5.19458646659153e-07,5.195111748071442e-07,-1.5850169049919844,6.747296518737479e-14,4.882436480781512e-12,20
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,-1,-1,-1,3.051628148603932e-09,2.1425367026306466e-07,2.1427540142431512e-07,1.5565542285661969,1.1478486913887847e-14,8.30599086566092e-13,21
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,1,1,1,-3.051628141736621e-09,2.1425367025090577e-07,2.1427540141205967e-07,1.5850384249923588,1.1478486912574826e-14,8.3059908647108e-13,22
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,1,-1,1,-3.049572542555537e-09,2.1410914529200569e-07,2.141308618353868e-07,1.5850384384344391,1.1463006497591378e-14,8.294789023700415e-13,23
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,-1,1,-1,3.0495725356882263e-09,2.141091452663722e-07,2.141308618096581e-07,1.5565542151857166,1.1463006494836723e-14,8.294789021707108e-13,24
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,-1,1,-1,-2.0656503331430636e-08,2.9443158507570524e-10,2.0658601594485897e-08,3.127339919567199,1.0669445495992381e-16,7.720557378007534e-15,25
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,1,-1,1,2.0656503331430636e-08,2.9443158507565783e-10,2.0658601594485897e-08,0.01425273402259212,1.0669445495992381e-16,7.720557378007534e-15,26
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,-1,-1,-1,-2.06441992431455e-08,2.9425685690122767e-10,2.0646296265638605e-08,3.127339888058747,1.0656738737213065e-16,7.711362592741417e-15,27
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,1,1,1,2.06441992431455e-08,2.9425685690118026e-10,2.0646296265638605e-08,0.014252765531043777,1.0656738737213065e-16,7.711362592741417e-15,28
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,1,1,-1,1.3349232023703112e-12,4.0130565969263575e-10,4.0130787996412156e-10,1.5674698890873802,4.026200363032445e-20,2.913413909825268e-18,29
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,-1,-1,1,-1.3349300696808907e-12,4.0130564734734e-10,4.0130786764173786e-10,1.5741227817169732,4.026200115778965e-20,2.9134137309092522e-18,30
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,-1,1,-1,7.391828042242681e-16,5.101120047605657e-14,5.101655579541307e-14,1.556306742809268,6.506722413066238e-28,4.708353752002841e-26,31
unpolarized_low_Egamma_W_0,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,1,-1,1,7.270129301114094e-16,-5.101120047605657e-14,5.101638091641726e-14,-1.5565452661327843,6.506677804522458e-28,4.708321472647561e-26,32
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,-1,-1,-1,0.0034340465222713777,-0.3075459755357212,0.30756514715379496,-1.559630829312824,0.023649079935933886,0.31231266290410936,1
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,1,1,1,0.003434046522271377,0.3075459755357212,0.30756514715379496,1.559630829312824,0.023649079935933886,0.31231266290410936,2
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,1,1,-1,-0.002655687411085868,-0.23841452861653106,0.23842931894183675,-1.5819348157066524,0.014212135032767028,0.187687205999584,3
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,-1,-1,1,-0.002655687411085674,0.23841452861653106,0.23842931894183672,1.5819348157066515,0.014212135032767024,0.18768720599958394,4
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,-1,-1,1,-1.79818602463197e-06,0.00016123958740149968,0.00016124961401003425,1.5819481258698957,6.500359504596259e-09,8.584454838049604e-08,5
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,1,1,-1,1.7981860246208804e-06,0.00016123958740145116,0.00016124961400998562,1.5596445277199629,6.500359504592338e-09,8.584454838044425e-08,6
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,1,-1,-1,-8.289222543810072e-07,-7.833750528967763e-05,7.834189075529182e-05,-1.5813773545697536,1.5343629617785196e-09,2.0262986287528156e-08,7
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,-1,1,1,8.289222543810176e-07,-7.833750528967762e-05,7.834189075529181e-05,-1.5602152990200395,1.534362961778519e-09,2.026298628752815e-08,8
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,1,1,-1,-8.381752689165842e-07,-7.833740222098092e-05,7.834188614344928e-05,-1.5814954725727104,1.5343627811282926e-09,2.0262983901839005e-08,9
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,-1,-1,1,8.381752689165946e-07,-7.83374022209809e-05,7.834188614344927e-05,-1.5600971810170827,1.5343627811282922e-09,2.0262983901839002e-08,10
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,-1,1,1,4.165723296435788e-07,-3.7783915606167043e-05,3.778621191704427e-05,-1.55977165014069,3.569494527599446e-10,4.713918444845437e-09,11
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,1,-1,-1,4.165723296442077e-07,3.7783915606167043e-05,3.778621191704427e-05,1.5597716501406733,3.569494527599446e-10,4.713918444845437e-09,12
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,-1,1,1,-1.1162280477069084e-08,9.99507331453762e-07,9.995696584707186e-07,1.5819636450422874,2.4978487553381726e-13,3.298689836664776e-12,13
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,1,-1,-1,-1.1162280477310993e-08,-9.995073314537157e-07,9.99569658470675e-07,-1.5819636450425298,2.4978487553379545e-13,3.298689836664488e-12,14
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,-1,-1,1,-1.1156026930650512e-08,9.995074011959477e-07,9.995696583942284e-07,1.581957388414497,2.497848754955886e-13,3.2986898361599232e-12,15
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,1,1,-1,-1.1156026930892426e-08,-9.995074011959013e-07,9.995696583941848e-07,-1.5819573884147398,2.497848754955668e-13,3.298689836159636e-12,16
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,-1,1,-1,9.119096278753623e-09,-8.166968244177147e-07,8.167477339613013e-07,-1.5596309627848366,1.6676921523273015e-13,2.2023748002400136e-12,17
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,1,-1,1,9.119096278753068e-09,8.166968244176684e-07,8.16747733961255e-07,1.5596309627848366,1.6676921523271124e-13,2.202374800239764e-12,18
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,-1,-1,-1,9.119099567893803e-09,-8.166968243807712e-07,8.167477339610839e-07,-1.5596309587574637,1.6676921523264137e-13,2.202374800238841e-12,19
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,1,1,1,9.119099567893252e-09,8.16696824380725e-07,8.167477339610376e-07,1.559630958757464,1.6676921523262249e-13,2.202374800238592e-12,20
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,-1,-1,-1,-4.419814569084423e-09,3.9391269363647695e-07,3.939374886562207e-07,1.582016145747462,3.87966862421925e-14,5.123538177797564e-13,21
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,1,1,1,4.41981457857763e-09,3.939126935881127e-07,3.9393748860796604e-07,1.559576507816857,3.879668623268784e-14,5.123538176542366e-13,22
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,-1,1,-1,-3.467774426622997e-09,3.0915079088315434e-07,3.091702394525608e-07,1.5820129534302705,2.3896559240788443e-14,3.155809050903664e-13,23
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,1,-1,1,3.467774417122086e-09,3.091507907330808e-07,3.091702393023901e-07,1.5595797001848066,2.389655921757429e-14,3.1558090478379745e-13,24
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,1,-1,-1,9.138912767656158e-10,8.425804856934292e-08,8.426300461044277e-08,1.5599504140641864,1.7750634864948747e-15,2.3441707068219395e-14,25
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,-1,1,1,-9.138912688610026e-10,8.425804852671692e-08,8.426300456773354e-08,1.58164223943729,1.775063484695471e-15,2.3441707044456248e-14,26
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,-1,1,-1,5.497408154234106e-08,6.151347034644002e-10,5.497752297191435e-08,0.011189073383709273,7.556320080318425e-16,9.978969382458763e-15,27
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,1,-1,1,-5.497408154235149e-08,6.151347022631991e-10,5.497752297191134e-08,3.1304035802279335,7.556320080317598e-16,9.97896938245767e-15,28
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,-1,-1,-1,4.303992435241788e-08,4.818783620796862e-10,4.304262184181738e-08,0.011195610494474673,4.631668237544236e-16,6.116638130847017e-15,29
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,1,1,1,-4.303992435242832e-08,4.818783608784851e-10,4.304262184181437e-08,3.1303970431232266,4.631668237543588e-16,6.116638130846161e-15,30
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,1,-1,1,2.3205543140727033e-12,2.0916277114896562e-10,2.0917564343641715e-10,1.5597022917628367,1.093861245175978e-20,1.444566635378595e-19,31
unpolarized_low_Egamma_W_1,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,-1,1,-1,2.3203609142232532e-12,-2.0916277114896562e-10,2.0917564129096585e-10,-1.5597032162870632,1.0938612227371705e-20,1.4445666057456293e-19,32
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,-1,-1,-1,-0.0015353943586359458,-0.0354179721154454,0.035451236714774834,-1.6141199146755434,0.0003141975461517498,0.31220545048243914,1
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,1,1,1,-0.0015353943586359463,0.0354179721154454,0.035451236714774834,1.6141199146755434,0.0003141975461517498,0.31220545048243914,2
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,-1,-1,1,0.0011904388616946777,0.027460480351295568,0.027486271587964108,1.5274724681981273,0.00018887378145183073,0.18767627164729903,3
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,1,1,-1,0.0011904388616946781,-0.027460480351295568,0.027486271587964108,-1.5274724681981273,0.00018887378145183073,0.18767627164729903,4
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,-1,1,-1,-1.7971975762722074e-05,-0.0004147013610893902,0.00041509060553354937,-1.614106378319599,4.307505270055217e-08,4.280194545642794e-05,5
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,1,-1,1,1.7971975762722064e-05,-0.0004147013610893902,0.00041509060553354937,-1.5274862752701943,4.307505270055217e-08,4.280194545642794e-05,6
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,-1,-1,-1,2.254966023228032e-05,-0.0004105927652691386,0.00041121151013553747,-1.5159316730761658,4.227372651698731e-08,4.2005699893127424e-05,7
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,1,1,1,-2.254966023228033e-05,-0.0004105927652691386,0.00041121151013553747,-1.6256609805136273,4.227372651698731e-08,4.2005699893127424e-05,8
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,-1,1,1,1.107564446702435e-05,0.0002555882655276334,0.00025582812858593947,1.5274894890561168,1.6362007843945995e-08,1.6258268380139333e-05,9
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,1,-1,-1,-1.1075644467024365e-05,0.0002555882655276333,0.00025582812858593936,1.6141031645336765,1.6362007843945982e-08,1.625826838013932e-05,10
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,-1,-1,1,-1.3864431272838684e-05,0.0002524338153023715,0.00025281426692857166,1.625664235693964,1.597876339065777e-08,1.587745379820126e-05,11
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,1,1,-1,1.3864431272838664e-05,0.0002524338153023714,0.00025281426692857155,1.5159284178958294,1.5978763390657757e-08,1.5877453798201247e-05,12
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,1,-1,1,-4.013555212684973e-06,-7.306227305760516e-05,7.317242902753282e-05,-1.6256745168697384,1.3385510924473317e-09,1.3300643239570154e-06,13
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,-1,1,-1,-4.013555212683573e-06,7.306227305760516e-05,7.317242902753274e-05,1.625674516869719,1.3385510924473288e-09,1.3300643239570124e-06,14
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,-1,1,1,-6.305187925184494e-07,4.08814288719505e-06,4.136479930308184e-06,1.7238216834002056,4.277616553460601e-12,4.250495331428507e-09,15
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,1,-1,-1,6.305187925183945e-07,4.0881428871933625e-06,4.136479930306508e-06,1.4177709701895385,4.277616553457134e-12,4.250495331425062e-09,16
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,1,-1,-1,-3.882105723547241e-08,-7.005935582450207e-07,7.016683036444635e-07,-1.6261513854805372,1.2308460208482477e-13,1.223042131041496e-10,17
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,-1,1,1,-3.88210572344282e-08,7.005935582450207e-07,7.016683036444057e-07,1.6261513854790512,1.2308460208480447e-13,1.2230421310412943e-10,18
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,1,-1,1,6.080338616442753e-08,3.942181652505711e-07,3.9887969813289206e-07,1.41776432206658,3.977625339564677e-14,3.952406141292326e-11,19
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,-1,1,-1,-6.080338616431901e-08,3.9421816525011417e-07,3.988796981324239e-07,1.7238283315231189,3.9776253395553407e-14,3.9524061412830484e-11,20
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,1,1,1,2.741539113238348e-08,1.777549796995889e-07,1.798567109644309e-07,1.4177707267761397,8.08710911973571e-15,8.035834705750033e-12,21
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,-1,-1,-1,2.7415391132393126e-08,-1.7775497969958457e-07,1.7985671096442806e-07,-1.4177707267760828,8.087109119735454e-15,8.03583470574978e-12,22
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,1,-1,1,9.85770164249068e-09,1.7953788523717114e-07,1.7980830491695317e-07,1.515945432133856,8.082756629277002e-15,8.03150981123375e-12,23
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,-1,1,-1,9.857701642500698e-09,-1.795378852371678e-07,1.7980830491695036e-07,-1.5159454321337993,8.08275662927675e-15,8.0315098112335e-12,24
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,1,1,-1,7.919417103672083e-09,1.442679178605664e-07,1.444851178879163e-07,1.5159575451554623,5.218987322771268e-15,5.185897560705276e-12,25
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,-1,-1,1,-7.919417103688498e-09,1.4426791786049542e-07,1.4448511788784632e-07,1.6256351084344711,5.218987322766212e-15,5.185897560700252e-12,26
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,1,-1,-1,-5.1625367704813005e-09,-9.401303324585345e-08,9.415467171623783e-08,-1.6256542210687335,2.216275551498129e-15,2.202223777440014e-12,27
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,-1,1,1,-5.162536770482148e-09,9.401303324583577e-08,9.415467171622023e-08,1.6256542210687528,2.2162755514973004e-15,2.2022237774391905e-12,28
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,1,1,-1,-1.428101712649454e-08,-9.259040825557472e-08,9.368527713094106e-08,-1.7238290278523891,2.194232787775307e-15,2.1803207706780267e-12,29
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,-1,-1,1,-1.4281017126493648e-08,9.259040825555686e-08,9.368527713092328e-08,1.7238290278524087,2.1942327877744743e-15,2.180320770677199e-12,30
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,1,1,1,2.3375100463715873e-09,4.2528177194999513e-08,4.2592367963593717e-08,1.515887779789456,4.535274521865411e-16,4.5065196800634966e-13,31
unpolarized_low_Egamma_W_2,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,-1,-1,-1,-2.3375100464736035e-09,4.252817719498441e-08,4.259236796358424e-08,1.6257048738027482,4.535274521863393e-16,4.506519680061492e-13,32
unpolarized_low_Egamma_W_3,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,-1,-1,-1,-0.005570453630397935,0.10245028984925382,0.10260161715998697,1.6251150990073782,0.0026317729609611333,0.3122023975172898,1
unpolarized_low_Egamma_W_3,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,1,1,1,-0.005570453630397901,-0.10245028984925382,0.10260161715998697,-1.625115099007378,0.0026317729609611333,0.3122023975172898,2
unpolarized_low_Egamma_W_3,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,-1,-1,1,0.004319507109306034,-0.07943020103060715,0.07954756424573924,-1.5164686711901614,0.0015819537443575028,0.18766427008562916,3
unpolarized_low_Egamma_W_3,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,1,1,-1,0.004319507109306024,0.07943020103060715,0.07954756424573922,1.5164686711901616,0.0015819537443575022,0.1876642700856291,4
unpolarized_low_Egamma_W_3,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,1,-1,1,-7.34163846593115e-05,-0.0013505916983588833,0.0013525856354450823,-1.6251015626514418,4.5737197530309427e-07,5.425719823289631e-05,5
unpolarized_low_Egamma_W_3,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,-1,1,-1,7.34163846593118e-05,-0.001350591698358883,0.001352585635445082,-1.516491090938351,4.573719753030941e-07,5.425719823289629e-05,6
unpolarized_low_Egamma_W_3,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=-1",0.25,1,1,1,4.6867814101833354e-05,-0.0010676615131516769,0.001068689711124802,-1.5269268574080033,2.8552442466600315e-07,3.387123861091582e-05,7
unpolarized_low_Egamma_W_3,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=+1",0.25,-1,-1,-1,-4.686781410183316e-05,-0.0010676615131516767,0.0010686897111248017,-1.6146657961817898,2.8552442466600304e-07,3.3871238610915804e-05,8
unpolarized_low_Egamma_W_3,unpolarized,Unpolarized,low_Egamma,"electron h=+1, proton h=+1",0.25,1,-1,-1,5.2598821388509096e-05,0.0009674925238637622,0.0009689212660189334,1.5164836679241078,2.347021049359332e-07,2.7842280071375433e-05,9
unpolarized_low_Egamma_W_3,unpolarized,Unpolarized,low_Egamma,"electron h=-1, proton h=-1",0.25,-1,1,1,-5.259882138850935e-05,0.000967492523863762,0.0009689212660189332,1.6251089856656855,2.347021049359331e-07,2.7842280071375422e-05,10
