spin_case,entanglement_mode,scan_parameterization,scan_x_name,scan_x_value,scan_y_name,scan_y_value,s,sqrt_s,pIn,pOut,qOut,theta_in,phi_in,phiOut,Q2,xB,t,W2,y,squared_amplitude_M2,spin_signal_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,1.6782358319999997e+01,qOut,4.5624999999999999e-01,1.6782358319999997e+01,4.0966276765163796e+00,1.9409274622587744e+00,1.6666115938939907e+00,4.5624999999999999e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,8.4141461029729196e+00,8.2822509787604526e-01,-6.4856195433940966e+00,2.6249482319308473e+00,6.3884553916903963e-01,8.7886797304044449e+03,4.3943398652022206e+03,4.9999999999999989e-01,True,1,1,1.1599860539424160e-01,1.9424232103234962e-01,8.4957032344994809e-03,2.2850132786097169e-01,1.2064390430250611e-01,1.9705166006659267e-01,2.7442457008968874e-02,1.0271011007839254e-03,1.0270982184945909e-03,1.0271004815169385e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,1.8073308959999999e+01,qOut,4.5624999999999999e-01,1.8073308959999999e+01,4.2512714521658115e+00,2.0221556249061430e+00,1.7505354232832087e+00,4.5624999999999999e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,9.0941970882746670e+00,8.3383833387101947e-01,-7.0943850599633258e+00,2.6920741157322250e+00,6.3433561701380814e-01,8.8244918683193355e+03,4.4122459341596668e+03,4.9999999999999989e-01,True,1,1,1.1090555288475237e-01,1.8623207589612745e-01,7.7366908291368591e-03,2.1871595457895185e-01,1.1495276238605227e-01,1.8867030343507524e-01,2.5037030795151623e-02,8.5424103412855279e-04,8.5423953452593991e-04,8.5424092071673921e-04
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,1.9364259599999997e+01,qOut,4.5624999999999999e-01,1.9364259599999997e+01,4.4004840188324739e+00,2.1002707339571525e+00,1.8309810187574240e+00,4.5624999999999999e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,9.7729518954439989e+00,8.3886520340861737e-01,-7.7046043303676077e+00,2.7570974721560724e+00,6.3027177162149894e-01,8.8579618456615190e+03,4.4289809228307586e+03,4.9999999999999989e-01,True,1,1,1.0638924081271887e-01,1.7911447652289264e-01,7.0982766138524009e-03,2.1005108870851938e-01,1.0995384737995313e-01,1.8125444658555476e-01,2.3007858414286091e-02,7.2079360685773503e-04,7.2079246206057464e-04,7.2079317607910123e-04
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.0655210239999995e+01,qOut,4.5624999999999999e-01,2.0655210239999995e+01,4.5448003520506806e+00,2.1756034047873034e+00,1.9083511737992174e+00,4.5624999999999999e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.0450541510368373e+01,8.4340477384789647e-01,-8.3161121541771479e+00,2.8201992860648333e+00,6.2658241804745507e-01,8.8893561812833250e+03,4.4446780906416616e+03,4.9999999999999983e-01,True,1,1,1.0235063492202051e-01,1.7273765666332377e-01,6.5541626094923495e-03,2.0231090473490376e-01,1.0551948254971399e-01,1.7463391941812789e-01,2.1274134365862958e-02,6.1575167617825347e-04,6.1575168110700391e-04,6.1575073428919399e-04
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.1946160879999997e+01,qOut,4.5624999999999999e-01,2.1946160879999997e+01,4.6846729747123224e+00,2.2484298257012960e+00,1.9829761515836033e+00,4.5624999999999999e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.1127076769227312e+01,8.4753386471416281e-01,-8.9287728167114029e+00,2.8815367495930380e+00,6.2321143243053478e-01,8.9188942798901371e+03,4.4594471399450686e+03,5.0000000000000000e-01,True,1,1,9.8712756688448519e-02,1.6698314827485569e-01,6.0851316461118660e-03,1.9534394894793841e-01,1.0155251229258463e-01,1.6867743867912191e-01,1.9776486824061603e-02,5.3167824975948810e-04,5.3167559275220269e-04,5.3167768441597717e-04
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.3237111519999996e+01,qOut,4.5624999999999999e-01,2.3237111519999996e+01,4.8204887221110670e+00,2.3189834899363619e+00,2.0551307971104578e+00,4.5624999999999999e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.1802652359746858e+01,8.5131311387709308e-01,-9.5424731791078514e+00,2.9412472589838616e+00,6.2011404597312458e-01,8.9467608613934644e+03,4.4733804306967304e+03,4.9999999999999989e-01,True,1,1,9.5414767887228871e-02,1.6175715333184976e-01,5.6768313410930204e-03,1.8903108180117126e-01,9.7977539987428197e-02,1.6328195922246513e-01,1.8470344471211805e-02,4.6339530192378645e-04,4.6339399693911295e-04,4.6339513942800117e-04
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.4528062159999998e+01,qOut,4.5624999999999999e-01,2.4528062159999998e+01,4.9525813632892497e+00,2.3874638724051245e+00,2.1250467748482542e+00,4.5624999999999999e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.2477349874807423e+01,8.5479113501449111e-01,-1.0157117720712021e+01,2.9994516317721205e+00,6.1725401075966480e-01,8.9731139189239639e+03,4.4865569594619792e+03,4.9999999999999983e-01,True,1,1,9.2407895065468398e-02,1.5698431519473122e-01,5.3183254773879482e-03,1.8327717578188851e-01,9.4735054455872950e-02,1.5836536406135460e-01,1.7321615496477909e-02,4.0722887499592200e-04,4.0722688644316031e-04,4.0722873124322996e-04
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,4.5624999999999999e-01,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,2.1929215308402652e+00,4.5624999999999999e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.3151240173804240e+01,8.5800743760291243e-01,-1.0772624900324599e+01,3.0562567082569743e+00,6.1460159338033826e-01,8.9980901587617573e+03,4.4990450793808786e+03,4.9999999999999989e-01,True,1,1,8.9652535255499322e-02,1.5260340211313508e-01,5.0011349327847695e-03,1.7800526682768916e-01,9.1777383011859615e-02,1.5386132930010846e-01,1.6303792229756118e-02,3.6049960415506302e-04,3.6049960415110958e-04,3.6049896687729080e-04
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,1.5491407679999998e+01,qOut,6.1250000000000004e-01,1.5491407679999998e+01,3.9359125600043505e+00,1.8561849961402406e+00,1.4627142137467350e+00,6.1250000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,8.0779557016737691e+00,7.9144750198568992e-01,-5.4679285796938544e+00,3.0084473959375164e+00,6.9852613458351531e-01,4.4532953163937236e+03,2.2266476581968614e+03,4.9999999999999983e-01,True,1,1,1.3269676141852849e-01,2.6867146663103608e-01,1.4789890674134614e-02,3.0468867027768132e-01,1.4446303595170257e-01,2.7467343555190143e-01,4.5774630244585814e-02,3.0423983229437984e-03,3.0423973992641852e-03,3.0423983500597732e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,1.6782358319999997e+01,qOut,6.1250000000000004e-01,1.6782358319999997e+01,4.0966276765163796e+00,1.9409274622587744e+00,1.5532327316436296e+00,6.1250000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,8.7722799075844122e+00,7.9784041102065495e-01,-6.0633072903855174e+00,3.1025949111256583e+00,6.9140203853688953e-01,4.4873107094134721e+03,2.2436553547067360e+03,4.9999999999999989e-01,True,1,1,1.2602219631142503e-01,2.5740067955761997e-01,1.3239451886480021e-02,2.9084319217256493e-01,1.3605120270995050e-01,2.6245656978300663e-01,4.1199721212765772e-02,2.4530586332476290e-03,2.4530527094142772e-03,2.4530580992832554e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,1.8073308959999999e+01,qOut,6.1250000000000004e-01,1.8073308959999999e+01,4.2512714521658115e+00,2.0221556249061430e+00,1.6393515577931448e+00,6.1250000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,9.4645637892817920e+00,8.0356190648378678e-01,-6.6607273666657454e+00,3.1935436063745279e+00,6.8504303367925201e-01,4.5184111766028400e+03,2.2592055883014195e+03,4.9999999999999989e-01,True,1,1,1.2017963737007251e-01,2.4735528008599697e-01,1.1971445767153267e-02,2.7864542463211950e-01,1.2884856860233482e-01,2.5168123211196913e-01,3.7421917884229633e-02,2.0154928435900388e-03,2.0154928787125600e-03,2.0154924972209786e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,1.9364259599999997e+01,qOut,6.1250000000000004e-01,1.9364259599999997e+01,4.4004840188324739e+00,2.1002707339571525e+00,1.7216687899838106e+00,6.1250000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.0155037783977772e+01,8.0872920934122250e-01,-7.2599494684402668e+00,3.2815899536219844e+00,6.7931732381086252e-01,4.5470775026636347e+03,2.2735387513318165e+03,4.9999999999999989e-01,True,1,1,1.1501460993833659e-01,2.3834179708515996e-01,1.0916145684464947e-02,2.6780147941934884e-01,1.2259680794579206e-01,2.4209178822918700e-01,3.4253196147635633e-02,1.6824596421406435e-03,1.6824545826252463e-03,1.6824594536175035e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.0655210239999995e+01,qOut,6.1250000000000004e-01,2.0655210239999995e+01,4.5448003520506806e+00,2.1756034047873034e+00,1.8006566704830158e+00,6.1250000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.0843892637163506e+01,8.1343201700266654e-01,-7.8607785604515277e+00,3.3669887580955016e+00,6.7412341361820505e-01,4.5736653180608027e+03,2.2868326590304014e+03,4.9999999999999994e-01,True,1,1,1.1040940649221842e-01,2.3020345307601695e-01,1.0024912462045583e-02,2.5808418706364439e-01,1.1710813017940420e-01,2.3349027591934951e-01,3.1559746008833357e-02,1.4235807622163324e-03,1.4235782422806821e-03,1.4235802709003536e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.1946160879999997e+01,qOut,6.1250000000000004e-01,2.1946160879999997e+01,4.6846729747123224e+00,2.2484298257012960e+00,1.8766960530645596e+00,6.1250000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.1531288248625277e+01,8.1774038721729048e-01,-8.4630530961440780e+00,3.4499605845949484e+00,6.6938159686603116e-01,4.5984490770634975e+03,2.2992245385317483e+03,5.0000000000000000e-01,True,1,1,1.0627265834528934e-01,2.2281283136195845e-01,9.2627920638759641e-03,2.4931529919121109e-01,1.1224240442905049e-01,2.2572115503689247e-01,2.9243884605764308e-02,1.2186826794959651e-03,1.2186801234213319e-03,1.2186826948377000e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.3237111519999996e+01,qOut,6.1250000000000004e-01,2.3237111519999996e+01,4.8204887221110670e+00,2.3189834899363619e+00,1.9500995576598310e+00,6.1250000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.2217360158631273e+01,8.2171001213775696e-01,-9.0666373943686907e+00,3.5306976615297367e+00,6.6502821987796379e-01,4.6216474688314192e+03,2.3108237344157096e+03,4.9999999999999989e-01,True,1,1,1.0253226732395639e-01,2.1606586660310864e-01,8.6040408031447541e-03,2.4135300209048402e-01,1.0789272480533323e-01,2.1866054779252839e-01,2.7232718255844196e-02,1.0539470645455906e-03,1.0539447051859335e-03,1.0539469318340737e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.4528062159999998e+01,qOut,6.1250000000000004e-01,2.4528062159999998e+01,4.9525813632892497e+00,2.3874638724051245e+00,2.0211276565084084e+00,6.1250000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.2902224394736132e+01,8.2538584802336168e-01,-9.6714161250070845e+00,3.6093685934909479e+00,6.6101170424195188e-01,4.6434390472718378e+03,2.3217195236359194e+03,4.9999999999999989e-01,True,1,1,9.9130540017598842e-02,2.0987693775765878e-01,8.0292820452076349e-03,2.3408303104826689e-01,1.0397597066536265e-01,2.1220855382248197e-01,2.5470800372699384e-02,9.1967245803092901e-04,9.1966914146209770e-04,9.1967194273554875e-04
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,6.1250000000000004e-01,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,2.0900001699893842e+00,6.1250000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.3585981155016288e+01,8.2880467577665418e-01,-1.0277290229388900e+01,3.6861221457473938e+00,6.5728972092941951e-01,4.6639723776057035e+03,2.3319861888028518e+03,5.0000000000000000e-01,True,1,1,9.6020718807359448e-02,2.0417508283666563e-01,7.5236593935053423e-03,2.2741225063236950e-01,1.0042644236858060e-01,2.0628368411793932e-01,2.3915240131335863e-02,8.0888884603837891e-04,8.0888643585836772e-04,8.0888843124101676e-04
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,1.5491407679999998e+01,qOut,7.6875000000000004e-01,1.5491407679999998e+01,3.9359125600043505e+00,1.8561849961402406e+00,1.3320657149477801e+00,7.6875000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,8.4594262389943307e+00,7.7154290734797371e-01,-5.0168330147045808e+00,3.3847156094194877e+00,7.5038497511539570e-01,2.6153020471631935e+03,1.3076510235815965e+03,4.9999999999999989e-01,True,1,1,1.4314686714943559e-01,3.2517627525200066e-01,2.1848448910012544e-02,3.6427047519146100e-01,1.6562222055479564e-01,3.3567738702754096e-01,6.4053325611204304e-02,6.4623435347497538e-03,6.4623396470297840e-03,6.4623434550992098e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,1.6782358319999997e+01,qOut,7.6875000000000004e-01,1.6782358319999997e+01,4.0966276765163796e+00,1.9409274622587744e+00,1.4265923860901997e+00,7.6875000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,9.1661193906391265e+00,7.7737250369812916e-01,-5.6013383576857034e+00,3.5048792321882978e+00,7.4146480144955040e-01,2.6416719174910249e+03,1.3208359587455120e+03,4.9999999999999989e-01,True,1,1,1.3573778688842175e-01,3.1339520971467988e-01,1.9377030599413141e-02,3.4896780379983977e-01,1.5471727948815983e-01,3.2207025682547219e-01,5.7438021634214811e-02,5.1372238274086796e-03,5.1372204680001712e-03,5.1372235446668357e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,1.8073308959999999e+01,qOut,7.6875000000000004e-01,1.8073308959999999e+01,4.2512714521658115e+00,2.0221556249061430e+00,1.5160140892055953e+00,7.6875000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,9.8702313447036278e+00,7.8265687981471699e-01,-6.1881559061430442e+00,3.6207984753715343e+00,7.3348716209412401e-01,2.6656591675441036e+03,1.3328295837720516e+03,4.9999999999999978e-01,True,1,1,1.2924448937914906e-01,3.0255280220228670e-01,1.7384883165898021e-02,3.3527805196966476e-01,1.4551771589093709e-01,3.0985394672308075e-01,5.1991574400447667e-02,4.1690359772402208e-03,4.1690334405465844e-03,4.1690360167218228e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,1.9364259599999997e+01,qOut,7.6875000000000004e-01,1.9364259599999997e+01,4.4004840188324739e+00,2.1002707339571525e+00,1.6011072293947377e+00,7.6875000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.0572059111613040e+01,7.8748451987962687e-01,-6.7770333672158616e+00,3.7328857566923581e+00,7.2629295720365650e-01,2.6877218466753557e+03,1.3438609233376778e+03,5.0000000000000000e-01,True,1,1,1.2350162023963154e-01,2.9259273501772198e-01,1.5746656730423580e-02,3.2296372828181197e-01,1.3763363853083602e-01,2.9883252306028041e-01,4.7437686228987995e-02,3.4424109987230278e-03,3.4424110552368683e-03,3.4424110552363496e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.0655210239999995e+01,qOut,7.6875000000000004e-01,2.0655210239999995e+01,4.5448003520506806e+00,2.1756034047873034e+00,1.6824660003568566e+00,7.6875000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.1271847301821557e+01,7.9192405405540145e-01,-7.3677622732302259e+00,3.8414919987682139e+00,7.1975887211633138e-01,2.7081741540782232e+03,1.3540870770391109e+03,4.9999999999999978e-01,True,1,1,1.1838150318293619e-01,2.8343705959026066e-01,1.4377069908462848e-02,3.1182581129316772e-01,1.3078787589989505e-01,2.8883880623939151e-01,4.3579098662366020e-02,2.8845895436177549e-03,2.8845880474019864e-03,2.8845891014709539e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.1946160879999997e+01,qOut,7.6875000000000004e-01,2.1946160879999997e+01,4.6846729747123224e+00,2.2484298257012960e+00,1.7605576707013990e+00,7.6875000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.1969800130487743e+01,7.9602978990266915e-01,-7.9601678302798256e+00,3.9469184718450308e+00,7.1378754473253614e-01,2.7272454221933958e+03,1.3636227110966975e+03,4.9999999999999978e-01,True,1,1,1.1378406190004096e-01,2.7500473373944567e-01,1.3216072268748248e-02,3.0169916671518010e-01,1.2477758089192749e-01,2.7973244115081419e-01,4.0271686434497043e-02,2.4479708750582835e-03,2.4479673845563782e-03,2.4479704868775455e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.3237111519999996e+01,qOut,7.6875000000000004e-01,2.3237111519999996e+01,4.8204887221110670e+00,2.3189834899363619e+00,1.8357579142841476e+00,7.6875000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.2666090121257273e+01,7.9984544253293877e-01,-8.5541016413125206e+00,4.0494259320165238e+00,7.0830087080667559e-01,2.7451112752150998e+03,1.3725556376075497e+03,5.0000000000000000e-01,True,1,1,1.0962976213999756e-01,2.6721917068526591e-01,1.2220167402601794e-02,2.9244693101347180e-01,1.1945061808308807e-01,2.7139612232142513e-01,3.7407948912949754e-02,2.1004375306046263e-03,2.1004329222117134e-03,2.1004375380370621e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.4528062159999998e+01,qOut,7.6875000000000004e-01,2.4528062159999998e+01,4.9525813632892497e+00,2.3874638724051245e+00,1.9083743600159946e+00,7.6875000000000004e-01,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.3360864550103765e+01,8.0340672382648126e-01,-9.1494363585319078e+00,4.1492417490071745e+00,7.0323532143492951e-01,2.7619112277330814e+03,1.3809556138665403e+03,4.9999999999999983e-01,True,1,1,1.0585460235491596e-01,2.6001097999689471e-01,1.1357084240370238e-02,2.8395533512659105e-01,1.1469047188918921e-01,2.6373171741763518e-01,3.4906216664491042e-02,1.8197257881916729e-03,1.8197241400046541e-03,1.8197256906669211e-03
