kinematic_point,s_regime,theta_in_regime,qOut_regime,electron_mass,s,sqrt_s,pIn,pOut,qOut,theta_in,phi_in,phi_in_electron,phiOut,Q2,xB,t,F1,F2,W2,y,theta_e_gamma_deg,aligned,unpolarized_purity,unpolarized_C_e_p,unpolarized_C_p_gamma,unpolarized_C_e_gamma,unpolarized_D_W,L_proton_purity,L_proton_C_e_p,L_proton_C_p_gamma,L_proton_C_e_gamma,L_proton_D_W,L_electron_purity,L_electron_C_e_p,L_electron_C_p_gamma,L_electron_C_e_gamma,L_electron_D_W,Tx_proton_purity,Tx_proton_C_e_p,Tx_proton_C_p_gamma,Tx_proton_C_e_gamma,Tx_proton_D_W,Ty_proton_purity,Ty_proton_C_e_p,Ty_proton_C_p_gamma,Ty_proton_C_e_gamma,Ty_proton_D_W,Tx_electron_purity,Tx_electron_C_e_p,Tx_electron_C_p_gamma,Tx_electron_C_e_gamma,Tx_electron_D_W,Ty_electron_purity,Ty_electron_C_e_p,Ty_electron_C_p_gamma,Ty_electron_C_e_gamma,Ty_electron_D_W,LL_purity,LL_C_e_p,LL_C_p_gamma,LL_C_e_gamma,LL_D_W,LTx_purity,LTx_C_e_p,LTx_C_p_gamma,LTx_C_e_gamma,LTx_D_W,LTy_purity,LTy_C_e_p,LTy_C_p_gamma,LTy_C_e_gamma,LTy_D_W,TxTx_purity,TxTx_C_e_p,TxTx_C_p_gamma,TxTx_C_e_gamma,TxTx_D_W,TxTy_purity,TxTy_C_e_p,TxTy_C_p_gamma,TxTy_C_e_gamma,TxTy_D_W
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.7671458676442588e+00,4.9087385212340520e+00,4.8105637508093704e+00,1.9310830851445387e-01,4.0082103896408559e-02,-1.9001247264755852e-01,6.6341975989588031e-01,1.0553208681143487e+00,5.5045543622204640e+00,2.3346669566280881e-01,7.2521812553026113e+00,True,2.5016062003145223e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,5.0028694317937605e-01,0.0000000000000000e+00,5.1694409579050192e-04,5.9645661916735609e-06,1.1543987132056228e+00,5.0032124003861700e-01,1.4140515917511396e-07,3.0948033887712151e-05,3.3438651448131098e-06,1.1546806585502591e+00,5.0003299144742430e-01,0.0000000000000000e+00,1.5000057311726003e-03,0.0000000000000000e+00,1.1538351596779166e+00,5.0000130543610410e-01,0.0000000000000000e+00,1.5801304474724190e-03,0.0000000000000000e+00,1.1537889709773337e+00,5.0000000002275913e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.4985535181380253e-01,1.0308348854585114e+00,5.0000000000152833e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.4985535223343966e-01,1.0308348852888338e+00,1.0000000000000000e+00,1.6731634484653503e-06,4.7466451927810047e-04,9.3507090031153903e-06,1.1544201896223349e+00,1.0000000000000000e+00,7.2673830332662545e-06,1.4817648630245626e-03,1.2424910013421471e-06,1.1538407585243535e+00,1.0000000000000000e+00,8.5708599527754654e-06,1.5769977596771817e-03,2.9320572494831011e-06,1.1537841303445016e+00,1.0000000000000000e+00,2.3622131476905235e-02,1.4998965886089542e-03,2.4985273823701312e-01,1.0147349196644670e+00,1.0000000000000002e+00,2.4887635029932270e-02,1.5801172429472314e-03,2.4985484493047969e-01,1.0138799427999219e+00
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.8653206380689396e+00,5.0069132916587327e+00,4.6142142099600090e+00,2.7029560303526778e-01,5.5218646300698990e-02,-4.2581229659594322e-01,4.5410063525427474e-01,6.5169251908606574e-01,5.5045543622204640e+00,2.3720711509959463e-01,7.2521812553026113e+00,True,2.5045150872802346e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,5.0074441682825521e-01,0.0000000000000000e+00,2.3741240093180685e-03,1.9302748514659386e-05,1.1533203087146391e+00,5.0090301744420596e-01,0.0000000000000000e+00,9.6162233422266046e-05,6.2433129013211841e-04,1.1542846591455083e+00,5.0014523573038339e-01,0.0000000000000000e+00,5.1953190124285637e-03,0.0000000000000000e+00,1.1517088315439814e+00,5.0001336489740844e-01,0.0000000000000000e+00,5.6282993070608574e-03,0.0000000000000000e+00,1.1514602086091998e+00,5.0000000001019507e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.4629998118223298e-01,1.0322775979134962e+00,5.0000000000164579e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.4630064124549300e-01,1.0322773291210476e+00,1.0000000000000000e+00,1.8585734418141831e-06,2.1765038975740838e-03,6.2521553081939087e-04,1.1530829794069535e+00,9.9999999999999978e-01,2.6632261275994192e-06,5.1757918928999874e-03,6.2390604649089926e-04,1.1513574726673184e+00,9.9999999999999978e-01,1.9037106111383094e-06,5.6272285064755253e-03,6.2420413053593975e-04,1.1510984349183990e+00,1.0000000000000000e+00,3.6445815041702981e-02,5.1952171312658968e-03,2.4631100990524057e-01,1.0056946248959913e+00,9.9999999999999978e-01,3.9490287414771709e-02,5.6282950189192630e-03,2.4630339961558670e-01,1.0035074567575868e+00
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2244175990631589e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.8653206380689396e+00,5.0069132916587327e+00,4.7123889803846897e+00,3.3033867927523347e-01,6.6481837403665506e-02,-4.2612133764702403e-01,4.5390258340492484e-01,6.5132788923753437e-01,5.5183613598483179e+00,2.4078581614642025e-01,0.0000000000000000e+00,True,2.5051623852717564e-01,0.0000000000000000e+00,0.0000000000000000e+00,5.2180482157382357e-15,1.1547005383792486e+00,5.0085029175566687e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.8411328196382182e-04,1.1545365288046996e+00,5.0103247457823841e-01,0.0000000000000000e+00,0.0000000000000000e+00,5.3425852772879378e-03,1.1516242570883937e+00,5.0016683297647746e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.2584863635850202e-04,1.1546278842074624e+00,5.0001535232221894e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.8176316854736501e-05,1.1546784976931708e+00,5.0000000226746844e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9895395148307442e-01,9.9965180364942541e-01,5.0000000020864421e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9896578954770521e-01,9.9965573872028379e-01,1.0000000000000000e+00,0.0000000000000000e+00,9.1685789948762789e-08,5.4038540053849794e-03,1.1515890213309115e+00,1.0000000000000002e+00,1.0406759901411564e-10,2.2108350120740140e-07,5.3138012053355090e-03,1.1516406586370997e+00,1.0000000000000002e+00,1.6454837200584293e-10,2.4195827368875310e-07,5.3339653197776483e-03,1.1516290669869753e+00,1.0000000000000004e+00,9.7883448670508759e-07,2.2046735070877431e-07,9.9886056155480851e-01,9.9961996459741276e-01,1.0000000000000000e+00,1.0652533202702912e-06,2.4247710869035322e-07,9.9892562192030943e-01,9.9964151504214382e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.8653206380689396e+00,5.0069132916587327e+00,4.8105637508093704e+00,3.9687775063787423e-01,7.9034309807613348e-02,-4.2581229659594322e-01,4.5410063525427474e-01,6.5169251908606574e-01,5.5045543622204640e+00,2.4334115993407457e-01,7.2521812553026113e+00,True,2.5060285046540454e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,5.0099387868830125e-01,0.0000000000000000e+00,1.1935472278210733e-03,1.4080936528753490e-05,1.1540037206182618e+00,5.0120570091968375e-01,0.0000000000000000e+00,6.3283302783551971e-05,2.6114181692687684e-04,1.1545132475233351e+00,5.0019397248182351e-01,0.0000000000000000e+00,2.6126870883508490e-03,3.1696620705394712e-08,1.1531940575725004e+00,5.0001784976068386e-01,0.0000000000000000e+00,2.8302936585229686e-03,0.0000000000000000e+00,1.1530687832985056e+00,5.0000000000878209e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.5032710148837928e-01,1.0306442268900236e+00,5.0000000000234268e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.5032720844859535e-01,1.0306441836823250e+00,9.9999999999999956e-01,7.4037386422450279e-07,1.0762353515983280e-03,2.6483352654348456e-04,1.1539261166775521e+00,9.9999999999999978e-01,4.1598360936281189e-06,2.5980468410977718e-03,2.5941109340780225e-04,1.1530501550805770e+00,9.9999999999999978e-01,5.8340443855282630e-06,2.8288114541477130e-03,2.6062509064823480e-04,1.1529155979579808e+00,1.0000000000000000e+00,4.4200556608938110e-02,2.6125287982688206e-03,2.5032012820907451e-01,1.0008878040400735e+00,9.9999999999999978e-01,4.7895026233631538e-02,2.8302901552702347e-03,2.5032506628168250e-01,9.9844749786611187e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.9634954084936211e+00,5.1050880620834143e+00,4.6142142099600090e+00,5.0389724640585176e-01,9.8252251850638142e-02,-7.5274665046591649e-01,3.0365736411331018e-01,3.8480806552430585e-01,5.5045543622204640e+00,2.4852721813925785e-01,7.2521812553026113e+00,True,2.5119042070656994e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,5.0185353127688404e-01,0.0000000000000000e+00,3.0000152510855000e-03,2.8129856094910831e-05,1.1529548158564389e+00,5.0238084140289652e-01,0.0000000000000000e+00,1.3562862723942717e-04,5.9597105703045321e-04,1.1542782336439794e+00,5.0045008616254349e-01,0.0000000000000000e+00,5.7515006805137934e-03,0.0000000000000000e+00,1.1513894847180917e+00,5.0007722397371257e-01,0.0000000000000000e+00,6.2804203738942195e-03,0.0000000000000000e+00,1.1510859582070954e+00,5.0000000000759226e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.4523390774841877e-01,1.0327121860316817e+00,5.0000000000265099e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.4523441322572101e-01,1.0327119797548601e+00,1.0000000000000000e+00,2.0902353043096236e-06,2.6866885084840509e-03,5.9690103755223622e-04,1.1528052747747868e+00,9.9999999999999967e-01,2.3837150697017910e-06,5.7896412107253936e-03,5.9544464519446522e-04,1.1510215383493207e+00,1.0000000000000002e+00,1.3987910441839817e-06,6.3073700508087648e-03,5.9575761902946162e-04,1.1507247437585635e+00,1.0000000000000000e+00,5.8815803897687528e-02,5.7514119554807454e-03,2.4525128711082808e-01,9.9190854790405725e-01,1.0000000000000000e+00,6.4244673623747486e-02,6.2803999835267642e-03,2.4524123291327193e-01,9.8824170886465557e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2244175990631589e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.9634954084936211e+00,5.1050880620834143e+00,4.7123889803846897e+00,5.8396958175950064e-01,1.1181829428944763e-01,-7.5329327294783732e-01,3.0347739411564290e-01,3.8450371413337103e-01,5.5183613598483179e+00,2.5307651713952040e-01,0.0000000000000000e+00,True,2.5131941479116371e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,5.0205256209916604e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.2918900304235166e-04,1.1545105123072763e+00,5.0263882606282362e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.9860469263789094e-03,1.1524037888987786e+00,5.0050040927015704e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.6253982251284194e-04,1.1546067035961538e+00,5.0008585821300344e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.7326763703140602e-05,1.1546616685626814e+00,5.0000000300409253e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9735094014303427e-01,9.9912010169622845e-01,5.0000000051541149e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9735652279090548e-01,9.9912194942977739e-01,9.9999999999999989e-01,0.0000000000000000e+00,8.9761245861435069e-08,4.0554014875497793e-03,1.1523638565789478e+00,1.0000000000000002e+00,1.4091974300385309e-10,1.9645057077334171e-07,3.9484180326263604e-03,1.1524253137793832e+00,9.9999999999999978e-01,3.7254564852208667e-11,2.1520810804812529e-07,3.9707530669407355e-03,1.1524124590600771e+00,1.0000000000000004e+00,8.5717531880932819e-07,1.9672029424877557e-07,9.9723443558434399e-01,9.9908084434780464e-01,1.0000000000000000e+00,9.2514461922462267e-07,2.1053013540687032e-07,9.9730268251870235e-01,9.9910337284751993e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.9634954084936211e+00,5.1050880620834143e+00,4.8105637508093704e+00,6.7077098972178595e-01,1.2666855855809295e-01,-7.5274665046591649e-01,3.0365736411331018e-01,3.8480806552430585e-01,5.5045543622204640e+00,2.5661375358350524e-01,7.2521812553026113e+00,True,2.5147978155423051e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,5.0230384484418877e-01,0.0000000000000000e+00,1.8129558128702331e-03,2.3316591494073527e-05,1.1536413036468298e+00,5.0295956309871770e-01,0.0000000000000000e+00,9.6710740859949846e-05,3.4907384115129492e-04,1.1544431926674286e+00,5.0055968905546777e-01,0.0000000000000000e+00,3.4768819326993646e-03,1.0544765875827677e-06,1.1526960455804049e+00,5.0009602920880436e-01,0.0000000000000000e+00,3.7964337404635760e-03,0.0000000000000000e+00,1.1525128348910165e+00,5.0000000000626121e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.5058733142645978e-01,1.0305391317668733e+00,5.0000000000348199e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.5058749536297281e-01,1.0305390655776507e+00,1.0000000000000000e+00,3.1614699200236944e-07,1.5995938247079968e-03,3.5178597200418327e-04,1.1535743385360715e+00,9.9999999999999978e-01,3.3935740044581954e-06,3.4991198667344878e-03,3.4762584742622094e-04,1.1524808800919581e+00,9.9999999999999989e-01,5.1001214373780285e-06,3.8133155124013768e-03,3.4849093713506683e-04,1.1522986248158547e+00,9.9999999999999956e-01,6.7929540823185836e-02,3.4767443118441962e-03,2.5057483795964802e-01,9.8561626858177342e-01,1.0000000000000000e+00,7.4203768933270145e-02,3.7963916628598032e-03,2.5058229866759713e-01,9.8159843519000201e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,2.0616701789183018e+00,5.2032628325080950e+00,4.6142142099600090e+00,8.0659203048986872e-01,1.4850803217520039e-01,-1.1676669777092064e+00,2.0379792164631749e-01,2.2442568763979406e-01,5.5045543622204640e+00,2.6319550598158187e-01,7.2521812553026113e+00,True,2.5244691181140966e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,5.0370467337466129e-01,0.0000000000000000e+00,3.4314478058680817e-03,3.8700138528528870e-05,1.1527004145653874e+00,5.0489382361528889e-01,0.0000000000000000e+00,1.6626996710804534e-04,5.7616563612299782e-04,1.1542719691685466e+00,5.0092490091467423e-01,0.0000000000000000e+00,6.2865240066556864e-03,0.0000000000000000e+00,1.1510824565201858e+00,5.0026424933348346e-01,0.0000000000000000e+00,6.7868933608413850e-03,0.0000000000000000e+00,1.1507954658005202e+00,5.0000000000441869e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.4390161974464100e-01,1.0332565866172212e+00,5.0000000000311107e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.4390199766031206e-01,1.0332564319901141e+00,1.0000000000000002e+00,1.9805292316144184e-06,2.9953110057344095e-03,5.7719565101374787e-04,1.1526389961585790e+00,9.9999999999999989e-01,1.6055561181106828e-06,6.4102830929418896e-03,5.7554230625329840e-04,1.1506772708744639e+00,1.0000000000000000e+00,5.8659885727179605e-07,6.8695990094532989e-03,5.7584069288112985e-04,1.1504141955176301e+00,9.9999999999999978e-01,8.4826802742095725e-02,6.2864627993259774e-03,2.4392427979786516e-01,9.7639682842948905e-01,9.9999999999999978e-01,9.1615131744230430e-02,6.7868484107762462e-03,2.4391392019039013e-01,9.7203164918191409e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2244175990631589e+00,5.0000000000000000e-01,1.5707949999999999e+00,2.0616701789183018e+00,5.2032628325080950e+00,4.7123889803846897e+00,9.0585871886632574e-01,1.6338334665716459e-01,-1.1685151205540509e+00,2.0364956618760333e-01,2.2420253672165361e-01,5.5183613598483179e+00,2.6867494421743687e-01,0.0000000000000000e+00,True,2.5265978952496748e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,5.0402391434890481e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.6601628019637000e-04,1.1544892574616370e+00,5.0531957457583321e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1678112449322082e-03,1.1528745031593162e+00,5.0100774604630105e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.8316883272186574e-04,1.1545947954905473e+00,5.0028791865473643e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.7906363563153183e-05,1.1546440148811690e+00,5.0000000347989781e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9466234150321242e-01,9.9823346547807634e-01,5.0000000099420239e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9466509472455011e-01,9.9823437012423655e-01,9.9999999999999989e-01,1.0015413368380174e-11,8.2475933019462156e-08,3.2429074466215537e-03,1.1528312379551864e+00,1.0000000000000000e+00,1.1133689908465185e-10,1.7952533917276592e-07,3.1249338418162177e-03,1.1528990764908948e+00,1.0000000000000002e+00,8.3702169507654995e-11,1.9320767384439269e-07,3.1453833783387248e-03,1.1528872991509973e+00,9.9999999999999978e-01,7.6478286607195298e-07,1.7741828126777159e-07,9.9453691753667506e-01,9.9819163191587168e-01,1.0000000000000002e+00,8.1937211109369687e-07,1.8913363943499040e-07,9.9459530100453453e-01,9.9821076603789494e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,2.0616701789183018e+00,5.2032628325080950e+00,4.8105637508093704e+00,1.0121502841485301e+00,1.7955921702632671e-01,-1.1676669777092064e+00,2.0379792164631749e-01,2.2442568763979406e-01,5.5045543622204640e+00,2.7315665427871871e-01,7.2521812553026113e+00,True,2.5291295366878963e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,5.0440967781823742e-01,0.0000000000000000e+00,2.3078247271383925e-03,3.4002724560726668e-05,1.1533500006252326e+00,5.0582590732578447e-01,0.0000000000000000e+00,1.2646773735828043e-04,3.9450254229436433e-04,1.1543997911989332e+00,5.0110151930797930e-01,0.0000000000000000e+00,4.2295349787755919e-03,1.8348621072535490e-06,1.1522627286553733e+00,5.0031471021136253e-01,0.0000000000000000e+00,4.5659304354912986e-03,0.0000000000000000e+00,1.1520704291868415e+00,5.0000000000688882e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.5057589998215773e-01,1.0305437472562682e+00,5.0000000000490608e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.5057607046641212e-01,1.0305436784218183e+00,9.9999999999999989e-01,2.1381720430847041e-07,1.9863865728423735e-03,3.9657132485081538e-04,1.1533255715743416e+00,9.9999999999999967e-01,3.4669302717398723e-06,4.3172598447104851e-03,3.9337288190881482e-04,1.1519837935539528e+00,1.0000000000000000e+00,4.5016643116918797e-06,4.6250950712453656e-03,3.9391342021283373e-04,1.1518059152846769e+00,1.0000000000000000e+00,9.5134295023488899e-02,4.2294359997403792e-03,2.5055817898585619e-01,9.6882331202843852e-01,1.0000000000000000e+00,1.0275307684691176e-01,4.5659133130970192e-03,2.5056663210361413e-01,9.6411367749770083e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,2.1598449493429825e+00,5.3014376029327757e+00,4.6142142099600090e+00,1.1754648390467908e+00,2.0266022977891582e-01,-1.6665773687559404e+00,1.3864588469864941e-01,1.3233534459550222e-01,5.5045543622204640e+00,2.8107071499614361e-01,7.2521812553026113e+00,True,2.5437272254988269e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,5.0657416587086490e-01,0.0000000000000000e+00,3.7383440262304985e-03,5.1367735829123766e-05,1.1525165344462336e+00,5.0874544509472519e-01,0.0000000000000000e+00,1.9056799987488961e-04,5.6127785489636344e-04,1.1542665305477029e+00,5.0150109193295522e-01,0.0000000000000000e+00,6.8542644244177480e-03,0.0000000000000000e+00,1.1507568357570490e+00,5.0067018729594504e-01,0.0000000000000000e+00,7.2338451669471983e-03,0.0000000000000000e+00,1.1505392366016769e+00,5.0000000000212153e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.4222445092037892e-01,1.0339439459644353e+00,5.0000000000291855e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.4222469584766754e-01,1.0339438454198588e+00,9.9999999999999967e-01,1.6103334053001751e-06,3.1733888761924889e-03,5.6248552129394426e-04,1.1525451865971788e+00,1.0000000000000000e+00,3.9628632855418537e-07,7.0830354472998366e-03,5.6054679050032957e-04,1.1503007630927824e+00,1.0000000000000000e+00,6.8983875133109227e-07,7.4040625274985599e-03,5.6080109135709072e-04,1.1501163984702192e+00,1.0000000000000000e+00,1.1502743745359771e-01,6.8542133602776459e-03,2.4225070109013436e-01,9.5905538139423663e-01,9.9999999999999989e-01,1.2144488334325129e-01,7.2338236572919434e-03,2.4224224127516350e-01,9.5512018108649521e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2244175990631589e+00,5.0000000000000000e-01,1.5707949999999999e+00,2.1598449493429825e+00,5.3014376029327757e+00,4.7123889803846897e+00,1.2929061222428708e+00,2.1797568933436567e-01,-1.6677880670898695e+00,1.3852875685760038e-01,1.3218172618392893e-01,5.5183613598483179e+00,2.8743087600044204e-01,0.0000000000000000e+00,True,2.5469018835834895e-01,0.0000000000000000e+00,0.0000000000000000e+00,4.4964032497318840e-15,1.1547005383792488e+00,5.0704689028322869e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.9996491774281213e-04,1.1544696647154824e+00,5.0938037133718672e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.6189073931831334e-03,1.1531904940143338e+00,5.0161323223472065e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.9136899917499437e-04,1.1545900620089626e+00,5.0072025419873811e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.2786922044967828e-04,1.1546267177706993e+00,5.0000000371909326e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9057289083900157e-01,9.9689725195050449e-01,5.0000000166042213e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9057417454466301e-01,9.9689766904563637e-01,9.9999999999999989e-01,0.0000000000000000e+00,7.3791488478470316e-08,2.6985124870476905e-03,1.1531446137692067e+00,9.9999999999999989e-01,7.0061701310793865e-11,1.6803209979056083e-07,2.5737313741970910e-03,1.1532164113721541e+00,1.0000000000000002e+00,5.4298038419089462e-11,1.7615088820653780e-07,2.5893129978590800e-03,1.1532074339009606e+00,1.0000000000000000e+00,6.9387636927476645e-07,1.6011402016156941e-07,9.9044920335753572e-01,9.9685649985417524e-01,1.0000000000000002e+00,7.3580589293058142e-07,1.6966139811972134e-07,9.9049024455624146e-01,9.9686979651153196e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,2.1598449493429825e+00,5.3014376029327757e+00,4.8105637508093704e+00,1.4177279646958754e+00,2.3462845427491361e-01,-1.6665773687559404e+00,1.3864588469864941e-01,1.3233534459550222e-01,5.5045543622204640e+00,2.9281054484275088e-01,7.2521812553026113e+00,True,2.5505646857074871e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,5.0760093578865761e-01,0.0000000000000000e+00,2.6978949579671324e-03,4.6605464913264237e-05,1.1531180686492746e+00,5.1011293712472772e-01,0.0000000000000000e+00,1.5186286328314018e-04,4.2289885179781853e-04,1.1543687393054527e+00,5.0173664670394102e-01,0.0000000000000000e+00,4.9486434921195907e-03,1.3914658915621107e-06,1.1518497192763473e+00,5.0077535464889922e-01,0.0000000000000000e+00,5.2224687347570764e-03,0.0000000000000000e+00,1.1516932386129024e+00,5.0000000000958966e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.5021333249392513e-01,1.0306901903251442e+00,5.0000000000718015e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.5021346482595375e-01,1.0306901368560146e+00,1.0000000000000000e+00,3.8309788965905098e-07,2.2592122806076994e-03,4.2443639165283531e-04,1.1531521618992839e+00,1.0000000000000002e+00,3.6538645154152715e-06,5.1237439836993495e-03,4.2210332301589252e-04,1.1515035516121239e+00,9.9999999999999978e-01,4.4990538336677639e-06,5.3529676753671556e-03,4.2237789791060826e-04,1.1513712288036302e+00,1.0000000000000000e+00,1.2648606478846985e-01,4.9485564191145241e-03,2.5019147862355195e-01,9.5032495617584944e-01,1.0000000000000000e+00,1.3354849759483434e-01,5.2224611281545359e-03,2.5019901996589589e-01,9.4613356350118671e-01
