polarization,polarization_label,rank,D_W,purity,C_e_p,C_p_gamma,C_e_gamma,kinematic_point,s_regime,theta_in_regime,qOut_regime,electron_mass,s,sqrt_s,pIn,pOut,qOut,theta_in,phi_in,phi_in_electron,phiOut,Q2,xB,t,F1,F2,W2,y,theta_e_gamma_deg,aligned
unpolarized,Unpolarized,11,1.1546844237984102e+00,4.9997749475265169e-01,2.7911662295700959e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.2702724843574137e-01,1.8000000000000000e+00,1.5707949999999999e+00,4.0251655874119230e+00,8.8357293382212987e-01,7.8539816339744828e-01,1.6823186318992079e+01,8.4506981271646020e-01,-3.2473491966169670e+00,5.7696233173397331e-02,3.9698436628080903e-02,3.9641091907409214e+00,9.6469527823387125e-01,1.7727882197029950e+02,False
unpolarized,Unpolarized,12,1.1546844237992013e+00,4.9997749475265163e-01,2.7911660925486294e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.2702724843574137e-01,1.8000000000000000e+00,1.5707949999999999e+00,5.3996123733574564e+00,2.2580197197676632e+00,2.3561944901923448e+00,1.6823186318992079e+01,8.4506981271646020e-01,-3.2473491966169679e+00,5.7696233173397296e-02,3.9698436628080876e-02,3.9641091907409214e+00,9.6469527823387113e-01,1.7727882197029950e+02,False
unpolarized,Unpolarized,13,1.1546844626662316e+00,4.9997706002225167e-01,2.7844339377437614e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.7262133459007291e-02,1.8000000000000000e+00,1.5707949999999999e+00,4.6142142099600090e+00,1.4726215563702159e+00,1.3744467859455345e+00,1.6832677631567883e+01,8.4653673884361780e-01,-3.2240643853822242e+00,5.8305660776454264e-02,4.0274355329856557e-02,3.9313330669283699e+00,9.6356691946611639e-01,1.7942642751729619e+02,False
unpolarized,Unpolarized,14,1.1546844626662474e+00,4.9997706002225162e-01,2.7844339350103224e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.7262133459007291e-02,1.8000000000000000e+00,1.5707949999999999e+00,4.8105637508093704e+00,1.6689710972195773e+00,1.7671458676442586e+00,1.6832677631567883e+01,8.4653673884361791e-01,-3.2240643853822237e+00,5.8305660776454292e-02,4.0274355329856584e-02,3.9313330669283699e+00,9.6356691946611628e-01,1.7942642751729554e+02,False
unpolarized,Unpolarized,15,1.1546848008327983e+00,4.9997643234620587e-01,2.7258601564033930e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.6051476328201477e-02,1.8000000000000000e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.6689710972195777e+00,1.6829927283453539e+01,8.4656452974248897e-01,-3.2201627962360200e+00,5.8408716782773325e-02,4.0371947957099419e-02,3.9301818258972250e+00,9.6337785234095363e-01,1.7971543534114861e+02,False
unpolarized,Unpolarized,16,1.1546848008329234e+00,4.9997643234620587e-01,2.7258601347435330e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.6051476328201477e-02,1.8000000000000000e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.4726215563702154e+00,1.6829927283453539e+01,8.4656452974248897e-01,-3.2201627962360200e+00,5.8408716782773325e-02,4.0371947957099419e-02,3.9301818258972245e+00,9.6337785234095363e-01,1.7971543534114736e+02,False
unpolarized,Unpolarized,17,1.1546851854086964e+00,4.9997572671960644e-01,2.6592478633045692e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.5652864017122641e-02,1.8000000000000000e+00,1.5707949999999999e+00,4.8105637508093704e+00,1.6689710972195773e+00,1.5707963267948966e+00,1.6826285090131059e+01,8.4655242507319162e-01,-3.2161446761662531e+00,5.8515137508735021e-02,4.0472799326867141e-02,3.9298058991517157e+00,9.6318313824331703e-01,1.8000000000000000e+02,False
unpolarized,Unpolarized,18,1.1546851854087032e+00,4.9997572671960644e-01,2.6592478621416784e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.5652864017122641e-02,1.8000000000000000e+00,1.5707949999999999e+00,4.6142142099600090e+00,1.4726215563702159e+00,1.5707963267948966e+00,1.6826285090131059e+01,8.4655242507319162e-01,-3.2161446761662535e+00,5.8515137508734993e-02,4.0472799326867127e-02,3.9298058991517157e+00,9.6318313824331703e-01,1.8000000000000000e+02,False
unpolarized,Unpolarized,19,1.1546856286616936e+00,4.9997492124682280e-01,2.5824721798998577e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.6051476328201477e-02,1.8000000000000000e+00,1.5707949999999999e+00,4.5160394395353274e+00,1.3744467859455343e+00,1.4726215563702154e+00,1.6821716503460699e+01,8.4650113293063922e-01,-3.2119520162431816e+00,5.8626492253492604e-02,4.0578405175276257e-02,3.9301818258972245e+00,9.6297996611800674e-01,1.7971543534114736e+02,False
unpolarized,Unpolarized,20,1.1546856286617904e+00,4.9997492124682263e-01,2.5824721631541580e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.6051476328201477e-02,1.8000000000000000e+00,1.5707949999999999e+00,4.9087385212340520e+00,1.7671458676442597e+00,1.6689710972195777e+00,1.6821716503460699e+01,8.4650113293063944e-01,-3.2119520162431812e+00,5.8626492253492625e-02,4.0578405175276278e-02,3.9301818258972250e+00,9.6297996611800663e-01,1.7971543534114861e+02,False
unpolarized,Unpolarized,21,1.1546857597037459e+00,4.9997528230791277e-01,2.5597744470670216e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.3783227073874332e-01,1.8000000000000000e+00,1.5707949999999999e+00,3.9269908169872414e+00,7.8539816339744828e-01,6.8722339297276724e-01,1.6813213185826022e+01,8.4439749069984793e-01,-3.2513888637403876e+00,5.7591473222384275e-02,3.9599643510820744e-02,3.9781219910260166e+00,9.6489103648014729e-01,1.7676908810098973e+02,False
unpolarized,Unpolarized,22,1.1546857597038305e+00,4.9997528230791277e-01,2.5597744324186774e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.3783227073874332e-01,1.8000000000000000e+00,1.5707949999999999e+00,5.4977871437821380e+00,2.3561944901923439e+00,2.4543692606170260e+00,1.6813213185826022e+01,8.4439749069984793e-01,-3.2513888637403872e+00,5.7591473222384296e-02,3.9599643510820758e-02,3.9781219910260162e+00,9.6489103648014729e-01,1.7676908810098973e+02,False
unpolarized,Unpolarized,23,1.1546861525692238e+00,4.9997397732668136e-01,2.4917264314996541e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.7262133459007291e-02,1.8000000000000000e+00,1.5707949999999999e+00,5.0069132916587327e+00,1.8653206380689404e+00,1.7671458676442586e+00,1.6816129161054000e+01,8.4640891364469006e-01,-3.2075159148683450e+00,5.8744660158987050e-02,4.0690560335871588e-02,3.9313330669283699e+00,9.6276499706239083e-01,1.7942642751729554e+02,False
unpolarized,Unpolarized,24,1.1546861525693015e+00,4.9997397732668136e-01,2.4917264180215978e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.7262133459007291e-02,1.8000000000000000e+00,1.5707949999999999e+00,4.4178646691106467e+00,1.2762720155208536e+00,1.3744467859455345e+00,1.6816129161054004e+01,8.4640891364469018e-01,-3.2075159148683459e+00,5.8744660158987029e-02,4.0690560335871553e-02,3.9313330669283699e+00,9.6276499706239083e-01,1.7942642751729619e+02,False
unpolarized,Unpolarized,25,1.1546867920674670e+00,4.9997283400127868e-01,2.3809593879107968e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.9330465713654503e-02,1.8000000000000000e+00,1.5707949999999999e+00,5.1050880620834143e+00,1.9634954084936211e+00,1.8653206380689396e+00,1.6809365856460001e+01,8.4627139802725315e-01,-3.2027524349542338e+00,5.8871948168288099e-02,4.0811472672413786e-02,3.9333328916082717e+00,9.6253416356876942e-01,1.7912828550225547e+02,False
unpolarized,Unpolarized,26,1.1546867920675605e+00,4.9997283400127834e-01,2.3809593717334853e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.9330465713654503e-02,1.8000000000000000e+00,1.5707949999999999e+00,4.3196898986859651e+00,1.1780972450961720e+00,1.2762720155208536e+00,1.6809365856459998e+01,8.4627139802725304e-01,-3.2027524349542329e+00,5.8871948168288141e-02,4.0811472672413820e-02,3.9333328916082717e+00,9.6253416356876964e-01,1.7912828550225589e+02,False
unpolarized,Unpolarized,27,1.1546876015406591e+00,4.9997139666436252e-01,2.2407512782520748e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.0233656224036637e-01,1.8000000000000000e+00,1.5707949999999999e+00,4.2215151282612844e+00,1.0799224746714913e+00,1.1780972450961724e+00,1.6801189373509825e+01,8.4608107131870303e-01,-3.1975566548643473e+00,5.9011245860965011e-02,4.0943901645753275e-02,3.9363135944700085e+00,9.6228238123914200e-01,1.7881579752115476e+02,False
unpolarized,Unpolarized,28,1.1546876015408043e+00,4.9997139666436247e-01,2.2407512530952440e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.0233656224036637e-01,1.8000000000000000e+00,1.5707949999999999e+00,5.2032628325080950e+00,2.0616701789183018e+00,1.9634954084936207e+00,1.6801189373509825e+01,8.4608107131870303e-01,-3.1975566548643455e+00,5.9011245860965053e-02,4.0943901645753310e-02,3.9363135944700076e+00,9.6228238123914234e-01,1.7881579752115476e+02,False
unpolarized,Unpolarized,29,1.1546886151591540e+00,4.9997046144306811e-01,2.0651836250212688e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.5148235626349255e-01,1.8000000000000000e+00,1.5707949999999999e+00,3.8288160465625602e+00,6.8722339297276669e-01,5.8904862254808621e-01,1.6797894970363419e+01,8.4345948680757976e-01,-3.2553710831735470e+00,5.7488482640299335e-02,3.9502589316838435e-02,3.9974224259249795e+00,9.6508401086892182e-01,1.7617556015354450e+02,False
unpolarized,Unpolarized,30,1.1546886151592353e+00,4.9997046144306806e-01,2.0651836109079673e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.5148235626349255e-01,1.8000000000000000e+00,1.5707949999999999e+00,5.5959619142068195e+00,2.4543692606170264e+00,2.5525440310417071e+00,1.6797894970363423e+01,8.4345948680757987e-01,-3.2553710831735478e+00,5.7488482640299328e-02,3.9502589316838421e-02,3.9974224259249791e+00,9.6508401086892170e-01,1.7617556015354450e+02,False
unpolarized,Unpolarized,31,1.1546886666001803e+00,4.9996951665170741e-01,2.0562735942760201e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.0640153408455078e-01,1.8000000000000000e+00,1.5707949999999999e+00,5.3014376029327757e+00,2.1598449493429825e+00,2.0616701789183018e+00,1.6791256580284685e+01,8.4582632388220713e-01,-3.1917941178423872e+00,5.9166268532402054e-02,4.1091390484582213e-02,3.9404838506699709e+00,9.6200313443268304e-01,1.7848290489318305e+02,False
unpolarized,Unpolarized,32,1.1546886666002831e+00,4.9996951665170741e-01,2.0562735764440385e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.0640153408455078e-01,1.8000000000000000e+00,1.5707949999999999e+00,4.1233403578366037e+00,9.8174770424681057e-01,1.0799224746714913e+00,1.6791256580284688e+01,8.4582632388220713e-01,-3.1917941178423881e+00,5.9166268532402040e-02,4.1091390484582206e-02,3.9404838506699700e+00,9.6200313443268326e-01,1.7848290489318256e+02,False
unpolarized,Unpolarized,33,1.1546901253219073e+00,4.9996695472490371e-01,1.8036107034230188e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.1169776918849203e-01,1.8000000000000000e+00,1.5707949999999999e+00,5.3996123733574564e+00,2.2580197197676632e+00,2.1598449493429825e+00,1.6779076981331063e+01,8.4548987803400777e-01,-3.1852884091850422e+00,5.9342021959522734e-02,4.1258789573419156e-02,3.9461577409646864e+00,9.6168787426883218e-01,1.7812228776742094e+02,False
unpolarized,Unpolarized,34,1.1546901253220427e+00,4.9996695472490360e-01,1.8036106799691535e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.1169776918849203e-01,1.8000000000000000e+00,1.5707949999999999e+00,4.0251655874119230e+00,8.8357293382212987e-01,9.8174770424681035e-01,1.6779076981331059e+01,8.4548987803400766e-01,-3.1852884091850409e+00,5.9342021959522782e-02,4.1258789573419198e-02,3.9461577409646837e+00,9.6168787426883218e-01,1.7812228776742114e+02,False
unpolarized,Unpolarized,35,1.1546922070913963e+00,4.9996331353818990e-01,1.4430317975168486e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.1846406287587699e-01,1.8000000000000000e+00,1.5707949999999999e+00,3.9269908169872414e+00,7.8539816339744828e-01,8.8357293382212931e-01,1.6763947570640809e+01,8.4504625932348554e-01,-3.1778028733511823e+00,5.9545220163296241e-02,4.1452576089160760e-02,3.9538016158296245e+00,9.6132513265611463e-01,1.7772481795763886e+02,False
unpolarized,Unpolarized,36,1.1546922070914185e+00,4.9996331353819001e-01,1.4430317937066691e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.1846406287587699e-01,1.8000000000000000e+00,1.5707949999999999e+00,5.4977871437821380e+00,2.3561944901923439e+00,2.2580197197676637e+00,1.6763947570640806e+01,8.4504625932348532e-01,-3.1778028733511814e+00,5.9545220163296282e-02,4.1452576089160795e-02,3.9538016158296250e+00,9.6132513265611463e-01,1.7772481795763903e+02,False
unpolarized,Unpolarized,37,1.1546945486901457e+00,4.9996034206758255e-01,1.0374499668203964e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6878883380333704e-01,1.8000000000000000e+00,1.5707949999999999e+00,3.7306412761378791e+00,5.8904862254808599e-01,4.9087385212340517e-01,1.6774593529168005e+01,8.4213233001493359e-01,-3.2590872623191238e+00,5.7392622047337284e-02,3.9412316861248894e-02,4.0244400462643242e+00,9.6526409321002238e-01,1.7547172386809925e+02,False
unpolarized,Unpolarized,38,1.1546945486902698e+00,4.9996034206758244e-01,1.0374499453375094e-05,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6878883380333704e-01,1.8000000000000000e+00,1.5707949999999999e+00,5.6941366846315002e+00,2.5525440310417071e+00,2.6507188014663878e+00,1.6774593529168005e+01,8.4213233001493359e-01,-3.2590872623191243e+00,5.7392622047337284e-02,3.9412316861248888e-02,4.0244400462643233e+00,9.6526409321002238e-01,1.7547172386809916e+02,False
unpolarized,Unpolarized,39,1.1546950290624372e+00,4.9999989161731251e-01,9.5424621669622810e-06,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8105637508093704e+00,1.5353445677485071e+01,7.6851165077352013e-01,-1.9777762699900443e+01,2.1525717926961581e-03,4.3139188387211844e-04,5.5045543622204640e+00,9.6812154935556149e-01,7.2521812553026113e+00,True
unpolarized,Unpolarized,40,1.1546950291338938e+00,4.9999989161731240e-01,9.5423383993655423e-06,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.6142142099600090e+00,1.5353445677485071e+01,7.6851165077352013e-01,-1.9777762699900443e+01,2.1525717926961581e-03,4.3139188387211844e-04,5.5045543622204640e+00,9.6812154935556149e-01,7.2521812553026113e+00,True
unpolarized,Unpolarized,41,1.1546952981412109e+00,4.9999939464684573e-01,9.0763997205536714e-06,0.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2179847172627660e+00,5.0000000000000000e-01,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.9087385212340520e+00,1.5383786633819723e+01,7.7044797320477487e-01,-1.9734903299596748e+01,2.1626015539292229e-03,4.3417102276143500e-04,5.4633843874052577e+00,9.6759678590249021e-01,1.4481664543228248e+01,False
