detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,selected_purity,pair_delta_xy,kinematic_point,initial_spin_averaging_version,momentum,E,px,py,pz,p_abs,phi_xy,s,sqrt_s,pIn,pOut,theta_in,phi_in,qOut,phiOut,Q2,xB,t,W2,y
f3_TxTx_region_2,enhanced_cluster,F3,F_3,TxTx,enhanced_region_2,2,9.5207765899844732e-01,1.0000000000000002e+00,nan,high_s_high_theta_in_high_Egamma,prepared_spin_ensemble_v4,k,2.2244176384674761e+00,2.1286349617618403e+00,6.4571435626109575e-01,-2.9513459707981364e-06,2.2244176384674761e+00,2.9452431127404288e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,3.4361169648638361e+00,1.8000000000000000e+00,6.8722339297276724e-01,1.5986616232526782e+01,8.3765810641187244e-01,-2.9957966656043382e+00,3.9781218431789007e+00,9.2483495230207813e-01
f3_TxTx_region_2,enhanced_cluster,F3,F_3,TxTx,enhanced_region_2,2,9.5207765899844732e-01,1.0000000000000002e+00,nan,high_s_high_theta_in_high_Egamma,prepared_spin_ensemble_v4,p,2.4140997970931570e+00,-2.1286349617618403e+00,-6.4571435626109575e-01,2.9513459707981364e-06,2.2244176384674761e+00,3.4361169648638357e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,3.4361169648638361e+00,1.8000000000000000e+00,6.8722339297276724e-01,1.5986616232526782e+01,8.3765810641187244e-01,-2.9957966656043382e+00,3.9781218431789007e+00,9.2483495230207813e-01
f3_TxTx_region_2,enhanced_cluster,F3,F_3,TxTx,enhanced_region_2,2,9.5207765899844732e-01,1.0000000000000002e+00,nan,high_s_high_theta_in_high_Egamma,prepared_spin_ensemble_v4,kp,1.8904447811676059e+00,-1.3914188160529266e+00,-1.2797402662172155e+00,0.0000000000000000e+00,1.8904447811676059e+00,3.8852061297405140e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,3.4361169648638361e+00,1.8000000000000000e+00,6.8722339297276724e-01,1.5986616232526782e+01,8.3765810641187244e-01,-2.9957966656043382e+00,3.9781218431789007e+00,9.2483495230207813e-01
f3_TxTx_region_2,enhanced_cluster,F3,F_3,TxTx,enhanced_region_2,2,9.5207765899844732e-01,1.0000000000000002e+00,nan,high_s_high_theta_in_high_Egamma,prepared_spin_ensemble_v4,pp,9.4807265439331778e-01,0.0000000000000000e+00,1.3783235472265357e-01,0.0000000000000000e+00,1.3783235472265357e-01,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,3.4361169648638361e+00,1.8000000000000000e+00,6.8722339297276724e-01,1.5986616232526782e+01,8.3765810641187244e-01,-2.9957966656043382e+00,3.9781218431789007e+00,9.2483495230207813e-01
f3_TxTx_region_2,enhanced_cluster,F3,F_3,TxTx,enhanced_region_2,2,9.5207765899844732e-01,1.0000000000000002e+00,nan,high_s_high_theta_in_high_Egamma,prepared_spin_ensemble_v4,qout,1.8000000000000000e+00,1.3914188160529266e+00,1.1419079114945618e+00,0.0000000000000000e+00,1.8000000000000000e+00,6.8722339297276724e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,3.4361169648638361e+00,1.8000000000000000e+00,6.8722339297276724e-01,1.5986616232526782e+01,8.3765810641187244e-01,-2.9957966656043382e+00,3.9781218431789007e+00,9.2483495230207813e-01
f3_low_egamma_txtx_region_0,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_0,0,6.2650006161537963e-01,9.9999999999999967e-01,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,k,2.2244176384674761e+00,-1.3620629704568554e-16,-2.2244176384655181e+00,-2.9513459707981364e-06,2.2244176384674761e+00,4.7123889803846897e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2100488148352402e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,4.4178646691106467e+00,2.7014784837864202e-02,5.9467699279645118e-03,-3.1341919278701315e-05,5.3955953159369399e+00,2.2013791920792808e-01
f3_low_egamma_txtx_region_0,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_0,0,6.2650006161537963e-01,9.9999999999999967e-01,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,p,2.4140997970931570e+00,1.3620629704568556e-16,2.2244176384655181e+00,2.9513459707981364e-06,2.2244176384674761e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2100488148352402e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,4.4178646691106467e+00,2.7014784837864202e-02,5.9467699279645118e-03,-3.1341919278701315e-05,5.3955953159369399e+00,2.2013791920792808e-01
f3_low_egamma_txtx_region_0,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_0,0,6.2650006161537963e-01,9.9999999999999967e-01,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,kp,1.7376509744772237e+00,1.4514233862723122e-01,-1.7315786469691359e+00,0.0000000000000000e+00,1.7376509744772237e+00,4.7960143154123003e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2100488148352402e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,4.4178646691106467e+00,2.7014784837864202e-02,5.9467699279645118e-03,-3.1341919278701315e-05,5.3955953159369399e+00,2.2013791920792808e-01
f3_low_egamma_txtx_region_0,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_0,0,6.2650006161537963e-01,9.9999999999999967e-01,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,pp,2.4008664610833002e+00,0.0000000000000000e+00,2.2100488148352402e+00,0.0000000000000000e+00,2.2100488148352402e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2100488148352402e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,4.4178646691106467e+00,2.7014784837864202e-02,5.9467699279645118e-03,-3.1341919278701315e-05,5.3955953159369399e+00,2.2013791920792808e-01
f3_low_egamma_txtx_region_0,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_0,0,6.2650006161537963e-01,9.9999999999999967e-01,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,qout,5.0000000000000000e-01,-1.4514233862723122e-01,-4.7847016786610441e-01,0.0000000000000000e+00,5.0000000000000000e-01,4.4178646691106467e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2100488148352402e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,4.4178646691106467e+00,2.7014784837864202e-02,5.9467699279645118e-03,-3.1341919278701315e-05,5.3955953159369399e+00,2.2013791920792808e-01
f3_low_egamma_txtx_region_1,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_1,1,3.3225441197924482e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,k,2.2244176384674761e+00,-1.3620629704568554e-16,-2.2244176384655181e+00,-2.9513459707981364e-06,2.2244176384674761e+00,4.7123889803846897e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.0590310297186418e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,5.7923114550561809e+00,2.3384856447652724e-01,6.7448083143985385e-02,-4.4068368888292402e-03,4.1130852856133107e+00,1.6801171981439422e-01
f3_low_egamma_txtx_region_1,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_1,1,3.3225441197924482e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,p,2.4140997970931570e+00,1.3620629704568556e-16,2.2244176384655181e+00,2.9513459707981364e-06,2.2244176384674761e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.0590310297186418e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,5.7923114550561809e+00,2.3384856447652724e-01,6.7448083143985385e-02,-4.4068368888292402e-03,4.1130852856133107e+00,1.6801171981439422e-01
f3_low_egamma_txtx_region_1,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_1,1,3.3225441197924482e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,kp,1.8758966583773660e+00,-4.4096063217417741e-01,-1.8233326613056429e+00,0.0000000000000000e+00,1.8758966583773660e+00,4.4751019023450338e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.0590310297186418e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,5.7923114550561809e+00,2.3384856447652724e-01,6.7448083143985385e-02,-4.4068368888292402e-03,4.1130852856133107e+00,1.6801171981439422e-01
f3_low_egamma_txtx_region_1,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_1,1,3.3225441197924482e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,pp,2.2626207771838853e+00,0.0000000000000000e+00,2.0590310297186418e+00,0.0000000000000000e+00,2.0590310297186418e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.0590310297186418e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,5.7923114550561809e+00,2.3384856447652724e-01,6.7448083143985385e-02,-4.4068368888292402e-03,4.1130852856133107e+00,1.6801171981439422e-01
f3_low_egamma_txtx_region_1,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_1,1,3.3225441197924482e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,qout,5.0000000000000000e-01,4.4096063217417741e-01,-2.3569836841299899e-01,0.0000000000000000e+00,5.0000000000000000e-01,5.7923114550561809e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.0590310297186418e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,5.7923114550561809e+00,2.3384856447652724e-01,6.7448083143985385e-02,-4.4068368888292402e-03,4.1130852856133107e+00,1.6801171981439422e-01
f3_low_egamma_txtx_region_2,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_2,2,2.9409540911792337e-01,1.0000000000000000e+00,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,k,2.2244176384674761e+00,-1.0485832161108370e+00,1.9617612161542919e+00,-2.9513459707981364e-06,2.2244176384674761e+00,2.0616701789183018e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.8800349662253992e+00,1.5707949999999999e+00,5.2032628325080950e+00,5.0000000000000000e-01,1.9634954084936207e-01,1.5795039730517235e+01,9.0106482079871941e-01,-1.5760919184023168e+01,2.6141088943334383e+00,8.4945263737403953e-01
f3_low_egamma_txtx_region_2,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_2,2,2.9409540911792337e-01,1.0000000000000000e+00,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,p,2.4140997970931570e+00,1.0485832161108368e+00,-1.9617612161542919e+00,2.9513459707981364e-06,2.2244176384674761e+00,5.2032628325080950e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.8800349662253992e+00,1.5707949999999999e+00,5.2032628325080950e+00,5.0000000000000000e-01,1.9634954084936207e-01,1.5795039730517235e+01,9.0106482079871941e-01,-1.5760919184023168e+01,2.6141088943334383e+00,8.4945263737403953e-01
f3_low_egamma_txtx_region_2,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_2,2,2.9409540911792337e-01,1.0000000000000000e+00,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,kp,2.0374759142607384e+00,-4.9039264020161522e-01,-1.9775801272334634e+00,0.0000000000000000e+00,2.0374759142607384e+00,4.4693160539210623e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.8800349662253992e+00,1.5707949999999999e+00,5.2032628325080950e+00,5.0000000000000000e-01,1.9634954084936207e-01,1.5795039730517235e+01,9.0106482079871941e-01,-1.5760919184023168e+01,2.6141088943334383e+00,8.4945263737403953e-01
f3_low_egamma_txtx_region_2,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_2,2,2.9409540911792337e-01,1.0000000000000000e+00,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,pp,2.1010415213008375e+00,0.0000000000000000e+00,1.8800349662253992e+00,0.0000000000000000e+00,1.8800349662253992e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.8800349662253992e+00,1.5707949999999999e+00,5.2032628325080950e+00,5.0000000000000000e-01,1.9634954084936207e-01,1.5795039730517235e+01,9.0106482079871941e-01,-1.5760919184023168e+01,2.6141088943334383e+00,8.4945263737403953e-01
f3_low_egamma_txtx_region_2,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_2,2,2.9409540911792337e-01,1.0000000000000000e+00,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,qout,5.0000000000000000e-01,4.9039264020161522e-01,9.7545161008064124e-02,0.0000000000000000e+00,5.0000000000000000e-01,1.9634954084936207e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.8800349662253992e+00,1.5707949999999999e+00,5.2032628325080950e+00,5.0000000000000000e-01,1.9634954084936207e-01,1.5795039730517235e+01,9.0106482079871941e-01,-1.5760919184023168e+01,2.6141088943334383e+00,8.4945263737403953e-01
f3_low_egamma_txtx_region_3,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_3,3,2.9409540911792320e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,k,2.2244176384674761e+00,1.0485832161108377e+00,1.9617612161542917e+00,-2.9513459707981364e-06,2.2244176384674761e+00,1.0799224746714911e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.8800349662253992e+00,1.5707949999999999e+00,4.2215151282612844e+00,5.0000000000000000e-01,2.9452431127404308e+00,1.5795039730517237e+01,9.0106482079871930e-01,-1.5760919184023166e+01,2.6141088943334374e+00,8.4945263737403964e-01
f3_low_egamma_txtx_region_3,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_3,3,2.9409540911792320e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,p,2.4140997970931570e+00,-1.0485832161108377e+00,-1.9617612161542917e+00,2.9513459707981364e-06,2.2244176384674761e+00,4.2215151282612844e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.8800349662253992e+00,1.5707949999999999e+00,4.2215151282612844e+00,5.0000000000000000e-01,2.9452431127404308e+00,1.5795039730517237e+01,9.0106482079871930e-01,-1.5760919184023166e+01,2.6141088943334374e+00,8.4945263737403964e-01
f3_low_egamma_txtx_region_3,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_3,3,2.9409540911792320e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,kp,2.0374759142607384e+00,4.9039264020161522e-01,-1.9775801272334634e+00,0.0000000000000000e+00,2.0374759142607384e+00,4.9554619068483170e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.8800349662253992e+00,1.5707949999999999e+00,4.2215151282612844e+00,5.0000000000000000e-01,2.9452431127404308e+00,1.5795039730517237e+01,9.0106482079871930e-01,-1.5760919184023166e+01,2.6141088943334374e+00,8.4945263737403964e-01
f3_low_egamma_txtx_region_3,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_3,3,2.9409540911792320e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,pp,2.1010415213008375e+00,0.0000000000000000e+00,1.8800349662253992e+00,0.0000000000000000e+00,1.8800349662253992e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.8800349662253992e+00,1.5707949999999999e+00,4.2215151282612844e+00,5.0000000000000000e-01,2.9452431127404308e+00,1.5795039730517237e+01,9.0106482079871930e-01,-1.5760919184023166e+01,2.6141088943334374e+00,8.4945263737403964e-01
f3_low_egamma_txtx_region_3,egamma_region_max,F3,F_3,TxTx,low_Egamma_TxTx_region_3,3,2.9409540911792320e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,qout,5.0000000000000000e-01,-4.9039264020161522e-01,9.7545161008064304e-02,0.0000000000000000e+00,5.0000000000000000e-01,2.9452431127404308e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.8800349662253992e+00,1.5707949999999999e+00,4.2215151282612844e+00,5.0000000000000000e-01,2.9452431127404308e+00,1.5795039730517237e+01,9.0106482079871930e-01,-1.5760919184023166e+01,2.6141088943334374e+00,8.4945263737403964e-01
f3_mid_egamma_txtx_region_0,egamma_region_max,F3,F_3,TxTx,mid_Egamma_TxTx_region_0,0,7.2492276443685288e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_mid_Egamma,prepared_spin_ensemble_v4,k,2.2244176384674761e+00,-1.3620629704568554e-16,-2.2244176384655181e+00,-2.9513459707981364e-06,2.2244176384674761e+00,4.7123889803846897e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1843589876120753e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.0000000000000000e+00,5.0069132916587327e+00,1.5063386442010973e-01,1.6579196625040236e-02,-2.4602248732847286e-04,9.8149256757768875e+00,4.4028472282404546e-01
f3_mid_egamma_txtx_region_0,egamma_region_max,F3,F_3,TxTx,mid_Egamma_TxTx_region_0,0,7.2492276443685288e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_mid_Egamma,prepared_spin_ensemble_v4,p,2.4140997970931570e+00,1.3620629704568556e-16,2.2244176384655181e+00,2.9513459707981364e-06,2.2244176384674761e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1843589876120753e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.0000000000000000e+00,5.0069132916587327e+00,1.5063386442010973e-01,1.6579196625040236e-02,-2.4602248732847286e-04,9.8149256757768875e+00,4.4028472282404546e-01
f3_mid_egamma_txtx_region_0,egamma_region_max,F3,F_3,TxTx,mid_Egamma_TxTx_region_0,0,7.2492276443685288e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_mid_Egamma,prepared_spin_ensemble_v4,kp,1.2612778206371962e+00,-2.9028467725446205e-01,-1.2274186518798662e+00,0.0000000000000000e+00,1.2612778206371962e+00,4.4801558697043671e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1843589876120753e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.0000000000000000e+00,5.0069132916587327e+00,1.5063386442010973e-01,1.6579196625040236e-02,-2.4602248732847286e-04,9.8149256757768875e+00,4.4028472282404546e-01
f3_mid_egamma_txtx_region_0,egamma_region_max,F3,F_3,TxTx,mid_Egamma_TxTx_region_0,0,7.2492276443685288e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_mid_Egamma,prepared_spin_ensemble_v4,pp,2.3772396149235040e+00,0.0000000000000000e+00,2.1843589876120753e+00,0.0000000000000000e+00,2.1843589876120753e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1843589876120753e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.0000000000000000e+00,5.0069132916587327e+00,1.5063386442010973e-01,1.6579196625040236e-02,-2.4602248732847286e-04,9.8149256757768875e+00,4.4028472282404546e-01
